Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,Sustainable Growth,Listed Equity,,Citigroup Inc,19133.65618,2175269.413,0.00092685,,,US1729674242
31/12/2024,Sustainable Growth,Listed Equity,,CK Asset Holdings Ltd,57473.48541,381202.5197,0.00016242,,,KYG2177B1014
31/12/2024,Sustainable Growth,Listed Equity,,Clarity Pharmaceuticals Ltd,126656.9317,528159.4053,0.00022504,,,AU0000165375
31/12/2024,Sustainable Growth,Listed Equity,,Cleanaway Waste Management Ltd,694630.6996,1840771.354,0.00078432,,,AU000000CWY3
31/12/2024,Sustainable Growth,Listed Equity,,Coca-Cola HBC AG,10470.20328,578605.8515,0.00024654,,,CH0198251305
31/12/2024,Sustainable Growth,Listed Equity,,Cochlear Ltd,20253.68822,5871139.141,0.0025016,,,AU000000COH5
31/12/2024,Sustainable Growth,Listed Equity,,Codan Ltd,17397.17611,280094.5353,0.00011934,,,AU000000CDA3
31/12/2024,Sustainable Growth,Listed Equity,,Coles Group Ltd,316665.6996,5981815.066,0.00254876,,,AU0000030678
31/12/2024,Sustainable Growth,Listed Equity,,Colgate-Palmolive Co,18470.97532,2712099.439,0.00115558,,,US1941621039
31/12/2024,Sustainable Growth,Listed Equity,,Comcast Corp,19861.91081,1203936.867,0.00051298,,,US20030N1019
31/12/2024,Sustainable Growth,Listed Equity,,Commonwealth Bank of Australia,513681.6665,78721715.39,0.03354213,,,AU000000CBA7
31/12/2024,Sustainable Growth,Listed Equity,,Computershare Ltd,84081.90404,2854580.642,0.00121629,,,AU000000CPU5
31/12/2024,Sustainable Growth,Listed Equity,,Constellation Energy Corp,287.753155,103970.376,0.0000443,,,US21037T1097
31/12/2024,Sustainable Growth,Listed Equity,,Constellation Software Inc/Canada,34.715528,173289.1467,0.00007384,,,CA21037X1006
31/12/2024,Sustainable Growth,Listed Equity,,Continental AG,3593.442886,389559.4885,0.00016599,,,DE0005439004
31/12/2024,Sustainable Growth,Listed Equity,,Cooper Cos Inc/The,19622.60285,2913519.956,0.00124141,,,US2166485019
31/12/2024,Sustainable Growth,Listed Equity,,Corebridge Financial Inc,29226.61738,1412828.323,0.00060198,,,US21871X1090
31/12/2024,Sustainable Growth,Listed Equity,,Corpay Inc,762.198706,416608.7171,0.00017751,,,US2199481068
31/12/2024,Sustainable Growth,Listed Equity,,Costco Wholesale Corp,2968.563381,4393128.592,0.00187185,,,US22160K1051
31/12/2024,Sustainable Growth,Listed Equity,,Credit Agricole SA,61147.69417,1359123.996,0.0005791,,,FR0000045072
31/12/2024,Sustainable Growth,Listed Equity,,Credit Corp Group Ltd,9969.726303,159415.9236,0.00006792,,,AU000000CCP3
31/12/2024,Sustainable Growth,Listed Equity,,Crowdstrike Holdings Inc,331.726157,183321.3635,0.00007811,,,US22788C1053
31/12/2024,Sustainable Growth,Listed Equity,,CSL Ltd,178811.5944,50349768.74,0.02145327,,,AU000000CSL8
31/12/2024,Sustainable Growth,Listed Equity,,CyberArk Software Ltd,59.402126,31962.87987,0.00001362,,,IL0011334468
31/12/2024,Sustainable Growth,Listed Equity,,Dai-ichi Life Holdings Inc,3934.426518,171236.6876,0.00007296,,,JP3476480003
31/12/2024,Sustainable Growth,Listed Equity,,Daikin Industries Ltd,617.164944,118351.8004,0.00005043,,,JP3481800005
31/12/2024,Sustainable Growth,Listed Equity,,Dai Nippon Printing Co Ltd,27772.42248,633477.0455,0.00026991,,,JP3493800001
31/12/2024,Sustainable Growth,Listed Equity,,Daito Trust Construction Co Ltd,1465.766742,264741.5893,0.0001128,,,JP3486800000
31/12/2024,Sustainable Growth,Listed Equity,,Daiwa House Industry Co Ltd,6711.668766,335081.1509,0.00014277,,,JP3505000004
31/12/2024,Sustainable Growth,Listed Equity,,Danaher Corp,26664.90605,9886019.839,0.00421228,,,US2358511028
31/12/2024,Sustainable Growth,Listed Equity,,Danone SA,1634.715645,178037.1432,0.00007586,,,FR0000120644
31/12/2024,Sustainable Growth,Listed Equity,,Data#3 Ltd,17284.51546,110448.0538,0.00004706,,,AU000000DTL4
31/12/2024,Sustainable Growth,Listed Equity,,Datadog Inc,3091.996369,713583.7206,0.00030405,,,US23804L1035
31/12/2024,Sustainable Growth,Listed Equity,,De Grey Mining Ltd,194006.827,342422.0533,0.0001459,,,AU000000DEG6
31/12/2024,Sustainable Growth,Listed Equity,,Dell Technologies Inc,217.550643,40491.86025,0.00001725,,,US24703L2025
31/12/2024,Sustainable Growth,Listed Equity,,Deterra Royalties Ltd,60214.15247,223996.6472,0.00009544,,,AU0000107484
31/12/2024,Sustainable Growth,Listed Equity,,Deutsche Bank AG,31593.44494,879233.6845,0.00037463,,,DE0005140008
31/12/2024,Sustainable Growth,Listed Equity,,Deutsche Boerse AG,602.507277,224104.7647,0.00009549,,,DE0005810055
31/12/2024,Sustainable Growth,Listed Equity,,Deutsche Telekom AG,10254.967,495491.0604,0.00021112,,,DE0005557508
31/12/2024,Sustainable Growth,Listed Equity,,Dexcom Inc,1278.30289,160564.6714,0.00006841,,,US2521311074
31/12/2024,Sustainable Growth,Listed Equity,,DNB Bank ASA,8151.977454,263041.6239,0.00011208,,,NO0010161896
31/12/2024,Sustainable Growth,Listed Equity,,DocuSign Inc,6100.675471,886206.4989,0.0003776,,,US2561631068
31/12/2024,Sustainable Growth,Listed Equity,,Dollar General Corp,467.502445,57249.50854,0.00002439,,,US2566771059
31/12/2024,Sustainable Growth,Listed Equity,,Domain Holdings Australia Ltd,15287.01249,38676.1416,0.00001648,,,AU000000DHG9
31/12/2024,Sustainable Growth,Listed Equity,,Domino's Pizza Enterprises Ltd,8856.4612,260734.2177,0.00011109,,,AU000000DMP0
31/12/2024,Sustainable Growth,Listed Equity,,DoorDash Inc,6879.846213,1863997.745,0.00079422,,,US25809K1051
31/12/2024,Sustainable Growth,Listed Equity,,Dover Corp,2328.254751,705451.9784,0.00030058,,,US2600031080
31/12/2024,Sustainable Growth,Listed Equity,,Downer EDI Ltd,806989.7942,4236696.42,0.00180519,,,AU000000DOW2
31/12/2024,Sustainable Growth,Listed Equity,,DuPont de Nemours Inc,1487.367515,183173.3365,0.00007805,,,US26614N1028
31/12/2024,Sustainable Growth,Listed Equity,,Dynatrace Inc,10187.85031,894306.1716,0.00038105,,,US2681501092
31/12/2024,Sustainable Growth,Listed Equity,,Eagers Automotive Ltd,22730.76844,269132.2983,0.00011467,,,AU000000APE3
31/12/2024,Sustainable Growth,Listed Equity,,Eaton Corp PLC,249.180346,133562.9182,0.00005691,,,IE00B8KQN827
31/12/2024,Sustainable Growth,Listed Equity,,eBay Inc,84256.78915,8430441.877,0.00359208,,,US2786421030
31/12/2024,Sustainable Growth,Listed Equity,,EBOS Group Ltd,18375.5449,624584.7713,0.00026613,,,NZEBOE0001S6
31/12/2024,Sustainable Growth,Listed Equity,,EBR Systems Inc,353584.2362,362423.8422,0.00015442,,,AU0000182552
31/12/2024,Sustainable Growth,Listed Equity,,Ecolab Inc,21350.35193,8080133.192,0.00344282,,,US2788651006
31/12/2024,Sustainable Growth,Listed Equity,,Edwards Lifesciences Corp,22842.11525,2731166.584,0.00116371,,,US28176E1082
31/12/2024,Sustainable Growth,Listed Equity,,Eiffage SA,2783.413897,394382.6094,0.00016804,,,FR0000130452
31/12/2024,Sustainable Growth,Listed Equity,,Eisai Co Ltd,11571.8427,514816.0455,0.00021936,,,JP3160400002
31/12/2024,Sustainable Growth,Listed Equity,,Elders Ltd,31212.92945,223484.5749,0.00009522,,,AU000000ELD6
31/12/2024,Sustainable Growth,Listed Equity,,Electronic Arts Inc,3615.815116,854387.0636,0.00036404,,,US2855121099
31/12/2024,Sustainable Growth,Listed Equity,,Elevance Health Inc,1033.751281,615926.4251,0.00026244,,,US0367521038
31/12/2024,Sustainable Growth,Listed Equity,,Eli Lilly & Co,7861.274117,9801992.439,0.00417648,,,US5324571083
31/12/2024,Sustainable Growth,Listed Equity,,EMCOR Group Inc,61.716494,45244.47776,0.00001928,,,US29084Q1004
31/12/2024,Sustainable Growth,Listed Equity,,Emerald Resources NL,82577.29142,268376.1971,0.00011435,,,AU000000EMR4
31/12/2024,Sustainable Growth,Listed Equity,,Empire Co Ltd,26615.23821,1311839.032,0.00055895,,,CA2918434077
31/12/2024,Sustainable Growth,Listed Equity,,Endeavour Mining PLC,25512.82733,735394.6537,0.00031334,,,GB00BL6K5J42
31/12/2024,Sustainable Growth,Listed Equity,,Endesa SA,70173.9685,2437623.052,0.00103863,,,ES0130670112
31/12/2024,Sustainable Growth,Listed Equity,,Enel SpA,95439.92985,1099135.263,0.00046832,,,IT0003128367
31/12/2024,Sustainable Growth,Listed Equity,,Enphase Energy Inc,5906.928754,655233.5741,0.00027919,,,US29355A1079
31/12/2024,Sustainable Growth,Listed Equity,,EPAM Systems Inc,1922.468801,726014.14,0.00030934,,,US29414B1044
31/12/2024,Sustainable Growth,Listed Equity,,Equifax Inc,8526.304609,3509535.219,0.00149536,,,US2944291051
31/12/2024,Sustainable Growth,Listed Equity,,Equitable Holdings Inc,23177.62947,1765789.846,0.00075238,,,US29452E1010
31/12/2024,Sustainable Growth,Listed Equity,,Erste Group Bank AG,18408.48737,1836772.493,0.00078262,,,AT0000652011
31/12/2024,Sustainable Growth,Listed Equity,,EssilorLuxottica SA,9478.058283,3734639.405,0.00159127,,,FR0000121667
31/12/2024,Sustainable Growth,Listed Equity,,Euronext NV,8073.288923,1462288.169,0.00062306,,,NL0006294274
31/12/2024,Sustainable Growth,Listed Equity,,Evolution Mining Ltd,624325.077,3003003.62,0.00127953,,,AU000000EVN4
31/12/2024,Sustainable Growth,Listed Equity,,EVT Ltd,6698.861522,76233.04412,0.00003248,,,AU000000EVT1
31/12/2024,Sustainable Growth,Listed Equity,,Exelon Corp,8825.458699,536526.3113,0.00022861,,,US30161N1019
31/12/2024,Sustainable Growth,Listed Equity,,Expedia Group Inc,3755.448684,1130182.918,0.00048155,,,US30212P3038
31/12/2024,Sustainable Growth,Listed Equity,,Expeditors International of Washington Inc,4354.09868,778976.844,0.00033191,,,US3021301094
31/12/2024,Sustainable Growth,Listed Equity,,Experian PLC,2281.195924,158964.0155,0.00006773,,,GB00B19NLV48
31/12/2024,Sustainable Growth,Listed Equity,,F5 Inc,2251.109133,914296.0747,0.00038957,,,US3156161024
31/12/2024,Sustainable Growth,Listed Equity,,Fairfax Financial Holdings Ltd,231.436854,519812.9831,0.00022148,,,CA3039011026
31/12/2024,Sustainable Growth,Listed Equity,,FANUC Corp,8563.163598,367411.4522,0.00015655,,,JP3802400006
31/12/2024,Sustainable Growth,Listed Equity,,Fastenal Co,4418.900999,513224.8554,0.00021868,,,US3119001044
31/12/2024,Sustainable Growth,Listed Equity,,Fast Retailing Co Ltd,1311.475506,725380.4505,0.00030907,,,JP3802300008
31/12/2024,Sustainable Growth,Listed Equity,,FedEx Corp,677.338526,307769.7583,0.00013114,,,US31428X1063
31/12/2024,Sustainable Growth,Listed Equity,,Ferguson Enterprises Inc,102.603672,28763.49681,0.00001226,,,US31488V1070
31/12/2024,Sustainable Growth,Listed Equity,,FirstService Corp,1542.91236,451180.3455,0.00019224,,,CA33767E2024
31/12/2024,Sustainable Growth,Listed Equity,,First Solar Inc,17805.55628,5068321.47,0.00215953,,,US3364331070
31/12/2024,Sustainable Growth,Listed Equity,,Fiserv Inc,3726.904805,1236502.926,0.00052686,,,US3377381088
31/12/2024,Sustainable Growth,Listed Equity,,Fisher & Paykel Healthcare Corp Ltd,67056.04439,2340352.134,0.00099719,,,NZFAPE0001S2
31/12/2024,Sustainable Growth,Listed Equity,,FleetPartners Group Ltd,80775.46221,217285.9934,0.00009258,,,AU0000272924
31/12/2024,Sustainable Growth,Listed Equity,,Fletcher Building Ltd,154064.1795,392863.6578,0.00016739,,,NZFBUE0001S0
31/12/2024,Sustainable Growth,Listed Equity,,Flight Centre Travel Group Ltd,22575.86005,376565.3456,0.00016045,,,AU000000FLT9
31/12/2024,Sustainable Growth,Listed Equity,,Fortescue Ltd,396604.4076,7238030.44,0.00308402,,,AU000000FMG4
31/12/2024,Sustainable Growth,Listed Equity,,Fortinet Inc,5345.419871,815691.2999,0.00034755,,,US34959E1091
31/12/2024,Sustainable Growth,Listed Equity,,Futu Holdings Ltd,322.468683,41660.77837,0.00001775,,,US36118L1061
31/12/2024,Sustainable Growth,Listed Equity,,G8 Education Ltd,248776.2088,324652.9562,0.00013833,,,AU000000GEM7
31/12/2024,Sustainable Growth,Listed Equity,,Garmin Ltd,1277.531434,425589.3311,0.00018134,,,CH0114405324
31/12/2024,Sustainable Growth,Listed Equity,,Gartner Inc,5750.49565,4499624.688,0.00191722,,,US3666511072
31/12/2024,Sustainable Growth,Listed Equity,,GEA Group AG,11161.42801,892654.3991,0.00038035,,,DE0006602006
31/12/2024,Sustainable Growth,Listed Equity,,Geberit AG,165.091623,151408.6437,0.00006451,,,CH0030170408
31/12/2024,Sustainable Growth,Listed Equity,,General Electric Co,7463.838541,2010649.49,0.00085671,,,US3696043013
31/12/2024,Sustainable Growth,Listed Equity,,General Mills Inc,1250.530468,128799.6931,0.00005488,,,US3703341046
31/12/2024,Sustainable Growth,Listed Equity,,General Motors Co,10213.30837,878725.5726,0.00037441,,,US37045V1008
31/12/2024,Sustainable Growth,Listed Equity,,Genesis Minerals Ltd,55598.77178,137328.9663,0.00005851,,,AU000000GMD9
31/12/2024,Sustainable Growth,Listed Equity,,Genmab A/S,870.974027,291537.5797,0.00012422,,,DK0010272202
31/12/2024,Sustainable Growth,Listed Equity,,Gentrack Group Ltd,19420.62067,225084.9935,0.00009591,,,NZGTKE0002S9
31/12/2024,Sustainable Growth,Listed Equity,,Gilead Sciences Inc,2966.249012,442529.9534,0.00018856,,,US3755581036
31/12/2024,Sustainable Growth,Listed Equity,,Givaudan SA,195.178414,1379559.245,0.00058781,,,CH0010645932
31/12/2024,Sustainable Growth,Listed Equity,,Global-e Online Ltd,1016.007789,89482.19749,0.00003813,,,IL0011741688
31/12/2024,Sustainable Growth,Listed Equity,,Gold Road Resources Ltd,225876.4494,463046.7213,0.0001973,,,AU000000GOR5
31/12/2024,Sustainable Growth,Listed Equity,,Grab Holdings Ltd,117772.8148,897823.9269,0.00038255,,,KYG4124C1096
31/12/2024,Sustainable Growth,Listed Equity,,GrainCorp Ltd,68840.10405,505286.3637,0.00021529,,,AU000000GNC9
31/12/2024,Sustainable Growth,Listed Equity,,Groupe Bruxelles Lambert NV,4192.092882,463081.8237,0.00019731,,,BE0003797140
31/12/2024,Sustainable Growth,Listed Equity,,Guzman y Gomez Ltd,3851.956553,156273.8774,0.00006659,,,AU0000336679
31/12/2024,Sustainable Growth,Listed Equity,,GWA Group Ltd,13582.27898,32869.11512,0.00001401,,,AU000000GWA4
31/12/2024,Sustainable Growth,Listed Equity,,Hansen Technologies Ltd,18303.64962,97924.52547,0.00004172,,,AU000000HSN3
31/12/2024,Sustainable Growth,Listed Equity,,Hartford Financial Services Group Inc/The,8538.477,1508696.411,0.00064283,,,US4165151048
31/12/2024,Sustainable Growth,Listed Equity,,Harvey Norman Holdings Ltd,40242.08757,187930.549,0.00008007,,,AU000000HVN7
31/12/2024,Sustainable Growth,Listed Equity,,Healius Ltd,292283.4356,400428.3067,0.00017062,,,AU0000033359
31/12/2024,Sustainable Growth,Listed Equity,,Helia Group Ltd,31393.77944,140330.1941,0.00005979,,,AU0000251498
31/12/2024,Sustainable Growth,Listed Equity,,Henry Schein Inc,13619.27039,1522173.157,0.00064857,,,US8064071025
31/12/2024,Sustainable Growth,Listed Equity,,Hikma Pharmaceuticals PLC,7339.634096,295888.932,0.00012607,,,GB00B0LCW083
31/12/2024,Sustainable Growth,Listed Equity,,Hilton Worldwide Holdings Inc,3827.194109,1527786.959,0.00065097,,,US43300A2033
31/12/2024,Sustainable Growth,Listed Equity,,Hitachi Ltd,13731.92,555595.412,0.00023673,,,JP3788600009
31/12/2024,Sustainable Growth,Listed Equity,,HMC Capital Ltd,195723.6739,1929835.424,0.00082227,,,AU0000058943
31/12/2024,Sustainable Growth,Listed Equity,,Hologic Inc,1887.753272,219798.3266,0.00009365,,,US4364401012
31/12/2024,Sustainable Growth,Listed Equity,,Home Depot Inc/The,4825.458406,3031664.485,0.00129175,,,US4370761029
31/12/2024,Sustainable Growth,Listed Equity,,Hong Kong Exchanges & Clearing Ltd,2160.077304,132401.9306,0.00005641,,,HK0388045442
31/12/2024,Sustainable Growth,Listed Equity,,Hongkong Land Holdings Ltd,65959.50339,474068.9489,0.00020199,,,BMG4587L1090
31/12/2024,Sustainable Growth,Listed Equity,,HP Inc,2018.129367,106358.0097,0.00004532,,,US40434L1052
31/12/2024,Sustainable Growth,Listed Equity,,HUB24 Ltd,24606.66265,1712623.72,0.00072972,,,AU000000HUB4
31/12/2024,Sustainable Growth,Listed Equity,,H World Group Ltd,17612.2419,939566.0995,0.00040033,,,US44332N1063
31/12/2024,Sustainable Growth,Listed Equity,,iA Financial Corp Inc,3780.135282,565961.9778,0.00024115,,,CA45075E1043
31/12/2024,Sustainable Growth,Listed Equity,,Iberdrola SA,258582.4529,5751812.311,0.00245076,,,ES0144580Y14
31/12/2024,Sustainable Growth,Listed Equity,,IDP Education Ltd,68769.61884,868560.286,0.00037008,,,AU000000IEL5
31/12/2024,Sustainable Growth,Listed Equity,,IGM Financial Inc,4243.00899,218758.9591,0.00009321,,,CA4495861060
31/12/2024,Sustainable Growth,Listed Equity,,IGO Ltd,176368.7646,841279.0072,0.00035846,,,AU000000IGO4
31/12/2024,Sustainable Growth,Listed Equity,,Iluka Resources Ltd,67110.17013,338906.3591,0.0001444,,,AU000000ILU1
31/12/2024,Sustainable Growth,Listed Equity,,Imdex Ltd,122685.9651,284631.4389,0.00012128,,,AU000000IMD5
31/12/2024,Sustainable Growth,Listed Equity,,Immutep Ltd,1414460.883,516278.2297,0.00021998,,,AU000000IMM6
31/12/2024,Sustainable Growth,Listed Equity,,Imugene Ltd,1222414.743,45229.34476,0.00001927,,,AU000000IMU9
31/12/2024,Sustainable Growth,Listed Equity,,Incyte Corp,10483.31803,1169478.767,0.0004983,,,US45337C1027
31/12/2024,Sustainable Growth,Listed Equity,,Industria de Diseno Textil SA,791.514041,65711.95853,0.000028,,,ES0148396007
31/12/2024,Sustainable Growth,Listed Equity,,Infomedia Ltd,89382.88408,137649.6415,0.00005865,,,AU000000IFM0
31/12/2024,Sustainable Growth,Listed Equity,,Infratil Ltd,72901.57802,843471.2577,0.00035939,,,NZIFTE0003S3
31/12/2024,Sustainable Growth,Listed Equity,,Inghams Group Ltd,52416.10843,166683.2248,0.00007102,,,AU000000ING6
31/12/2024,Sustainable Growth,Listed Equity,,Insignia Financial Ltd,84322.04911,299343.2743,0.00012755,,,AU000000IFL2
31/12/2024,Sustainable Growth,Listed Equity,,Insulet Corp,1212.729115,511357.8157,0.00021788,,,US45784P1012
31/12/2024,Sustainable Growth,Listed Equity,,Insurance Australia Group Ltd,673842.2346,5700705.305,0.00242898,,,AU000000IAG3
31/12/2024,Sustainable Growth,Listed Equity,,Integral Diagnostics Ltd,78592.66213,228704.6468,0.00009745,,,AU000000IDX2
31/12/2024,Sustainable Growth,Listed Equity,,Intel Corp,4230.665691,137002.093,0.00005837,,,US4581401001
31/12/2024,Sustainable Growth,Listed Equity,,Intercontinental Exchange Inc,1319.190068,317487.707,0.00013528,,,US45866F1049
31/12/2024,Sustainable Growth,Listed Equity,,InterContinental Hotels Group PLC,935.00489,188260.2105,0.00008021,,,GB00BHJYC057
31/12/2024,Sustainable Growth,Listed Equity,,International Business Machines Corp,1386.306755,492209.9879,0.00020972,,,US4592001014
31/12/2024,Sustainable Growth,Listed Equity,,Intuit Inc,2083.703142,2115169.868,0.00090124,,,US4612021034
31/12/2024,Sustainable Growth,Listed Equity,,Intuitive Surgical Inc,4882.956814,4116463.112,0.00175396,,,US46120E6023
31/12/2024,Sustainable Growth,Listed Equity,,IperionX Ltd,9294.503594,51119.76977,0.00002178,,,AU0000208910
31/12/2024,Sustainable Growth,Listed Equity,,IPH Ltd,32924.33366,165609.3983,0.00007056,,,AU000000IPH9
31/12/2024,Sustainable Growth,Listed Equity,,IRESS Ltd,33878.98443,315413.3451,0.00013439,,,AU000000IRE2
31/12/2024,Sustainable Growth,Listed Equity,,James Hardie Industries PLC,172319.087,8628016.689,0.00367627,,,AU000000JHX1
31/12/2024,Sustainable Growth,Listed Equity,,Japan Exchange Group Inc,5785.92135,105246.5265,0.00004484,,,JP3183200009
31/12/2024,Sustainable Growth,Listed Equity,,Japan Post Holdings Co Ltd,7945.998654,121714.5316,0.00005186,,,JP3752900005
31/12/2024,Sustainable Growth,Listed Equity,,Japan Post Insurance Co Ltd,9488.911014,283480.6225,0.00012079,,,JP3233250004
31/12/2024,Sustainable Growth,Listed Equity,,JB Hi-Fi Ltd,66885.68833,6198965.595,0.00264129,,,AU000000JBH7
31/12/2024,Sustainable Growth,Listed Equity,,Johns Lyng Group Ltd,18989.24897,71019.79115,0.00003026,,,AU000000JLG8
31/12/2024,Sustainable Growth,Listed Equity,,Johnson & Johnson,7632.787445,1782853.461,0.00075965,,,US4781601046
31/12/2024,Sustainable Growth,Listed Equity,,Jones Lang LaSalle Inc,10020.97097,4097082.438,0.0017457,,,US48020Q1076
31/12/2024,Sustainable Growth,Listed Equity,,JPMorgan Chase & Co,11032.59483,4271377.385,0.00181997,,,US46625H1005
31/12/2024,Sustainable Growth,Listed Equity,,Judo Capital Holdings Ltd,185902.6721,338342.8632,0.00014416,,,AU0000182271
31/12/2024,Sustainable Growth,Listed Equity,,KBC Group NV,15578.4168,1942078.24,0.00082749,,,BE0003565737
31/12/2024,Sustainable Growth,Listed Equity,,KDDI Corp,10183.22158,527654.9355,0.00022483,,,JP3496400007
31/12/2024,Sustainable Growth,Listed Equity,,Kimberly-Clark Corp,7996.143305,1692343.731,0.00072108,,,US4943681035
31/12/2024,Sustainable Growth,Listed Equity,,Kingspan Group PLC,39192.01747,4617773.546,0.00196756,,,IE0004927939
31/12/2024,Sustainable Growth,Listed Equity,,Kinross Gold Corp,37724.2072,565569.5227,0.00024098,,,CA4969024047
31/12/2024,Sustainable Growth,Listed Equity,,KLA Corp,666.53814,678347.7527,0.00028903,,,US4824801009
31/12/2024,Sustainable Growth,Listed Equity,,Koninklijke Ahold Delhaize NV,26842.81778,1413691.93,0.00060235,,,NL0011794037
31/12/2024,Sustainable Growth,Listed Equity,,Koninklijke KPN NV,126650.7325,744538.3149,0.00031724,,,NL0000009082
31/12/2024,Sustainable Growth,Listed Equity,,Koninklijke Philips NV,804.628796,32835.18081,0.00001399,,,NL0000009538
31/12/2024,Sustainable Growth,Listed Equity,,Kyowa Kirin Co Ltd,12189.00764,297567.4046,0.00012679,,,JP3256000005
31/12/2024,Sustainable Growth,Listed Equity,,Lam Research Corp,3140.598109,366381.9748,0.00015611,,,US5128073062
31/12/2024,Sustainable Growth,Listed Equity,,Legal & General Group PLC,464778.578,2160444.627,0.00092053,,,GB0005603997
31/12/2024,Sustainable Growth,Listed Equity,,Legrand SA,35121.19072,5523773.548,0.0023536,,,FR0010307819
31/12/2024,Sustainable Growth,Listed Equity,,Life360 Inc,26230.66046,591239.0868,0.00025192,,,AU0000045098
31/12/2024,Sustainable Growth,Listed Equity,,Lifestyle Communities Ltd,88396.1313,756670.8839,0.00032241,,,AU000000LIC9
31/12/2024,Sustainable Growth,Listed Equity,,Liontown Resources Ltd,278631.281,146281.4262,0.00006233,,,AU000000LTR4
31/12/2024,Sustainable Growth,Listed Equity,,Lovisa Holdings Ltd,9298.950725,280456.3539,0.0001195,,,AU000000LOV7
31/12/2024,Sustainable Growth,Listed Equity,,Lowe's Cos Inc,1643.97312,655305.7684,0.00027922,,,US5486611073
31/12/2024,Sustainable Growth,Listed Equity,,Lynas Rare Earths Ltd,507387.0971,3262499.034,0.0013901,,,AU000000LYC6
31/12/2024,Sustainable Growth,Listed Equity,,MAC Copper Ltd,21867.95005,376347.4203,0.00016036,,,AU0000319733
31/12/2024,Sustainable Growth,Listed Equity,,Macquarie Group Ltd,115704.1079,25645815.51,0.01092729,,,AU000000MQG1
31/12/2024,Sustainable Growth,Listed Equity,,Macquarie Technology Group Ltd,630.010212,55636.2018,0.00002371,,,AU000000MAQ4
31/12/2024,Sustainable Growth,Listed Equity,,MA Financial Group Ltd,6762.603731,41387.13484,0.00001763,,,AU0000156218
31/12/2024,Sustainable Growth,Listed Equity,,Magellan Financial Group Ltd,28683.25316,318957.7751,0.0001359,,,AU000000MFG4
31/12/2024,Sustainable Growth,Listed Equity,,Makita Corp,6017.358204,299489.9815,0.00012761,,,JP3862400003
31/12/2024,Sustainable Growth,Listed Equity,,Manulife Financial Corp,16046.28854,795771.2984,0.00033907,,,CA56501R1064
31/12/2024,Sustainable Growth,Listed Equity,,MarketAxess Holdings Inc,327.868876,119698.7474,0.000051,,,US57060D1081
31/12/2024,Sustainable Growth,Listed Equity,,Marks & Spencer Group PLC,87169.14814,662094.1662,0.00028211,,,GB0031274896
31/12/2024,Sustainable Growth,Listed Equity,,Marsh & McLennan Cos Inc,6686.210712,2293818.976,0.00097736,,,US5717481023
31/12/2024,Sustainable Growth,Listed Equity,,Marvell Technology Inc,2745.612545,489789.0735,0.00020869,,,US5738741041
31/12/2024,Sustainable Growth,Listed Equity,,Masco Corp,10491.03259,1229644.248,0.00052393,,,US5745991068
31/12/2024,Sustainable Growth,Listed Equity,,Mastercard Inc,19797.34737,16837097.97,0.00717403,,,US57636Q1040
31/12/2024,Sustainable Growth,Listed Equity,,Match Group Inc,4452.073615,235205.2477,0.00010022,,,US57667L1070
31/12/2024,Sustainable Growth,Listed Equity,,McKesson Corp,891.031888,820169.5567,0.00034946,,,US58155Q1031
31/12/2024,Sustainable Growth,Listed Equity,,McMillan Shakespeare Ltd,9479.059527,142185.8929,0.00006058,,,AU000000MMS5
31/12/2024,Sustainable Growth,Listed Equity,,Medibank Pvt Ltd,1085227.001,4113010.334,0.00175249,,,AU000000MPL3
31/12/2024,Sustainable Growth,Listed Equity,,Medtronic PLC,445.901672,57528.26651,0.00002451,,,IE00BTN1Y115
31/12/2024,Sustainable Growth,Listed Equity,,Megaport Ltd,20578.35708,151662.4917,0.00006462,,,AU000000MP15
31/12/2024,Sustainable Growth,Listed Equity,,MEIJI Holdings Co Ltd,7483.124946,246167.4549,0.00010489,,,JP3918000005
31/12/2024,Sustainable Growth,Listed Equity,,MercadoLibre Inc,2589.26473,7111183.588,0.00302997,,,US58733R1023
31/12/2024,Sustainable Growth,Listed Equity,,Merck & Co Inc,5628.544289,904348.8416,0.00038533,,,US58933Y1055
31/12/2024,Sustainable Growth,Listed Equity,,Mercury NZ Ltd,19182.25792,101540.9988,0.00004327,,,NZMRPE0001S2
31/12/2024,Sustainable Growth,Listed Equity,,Mesoblast Ltd,121158.3756,375590.9643,0.00016003,,,AU000000MSB8
31/12/2024,Sustainable Growth,Listed Equity,,Meta Platforms Inc,7088.139382,6703022.678,0.00285606,,,US30303M1027
31/12/2024,Sustainable Growth,Listed Equity,,Metcash Ltd,1103553.014,3421014.344,0.00145764,,,AU000000MTS0
31/12/2024,Sustainable Growth,Listed Equity,,MetLife Inc,3381.292437,447161.7917,0.00019053,,,US59156R1086
31/12/2024,Sustainable Growth,Listed Equity,,Micron Technology Inc,2258.052239,306933.1758,0.00013078,,,US5951121038
31/12/2024,Sustainable Growth,Listed Equity,,Microsoft Corp,64761.78721,44088013.09,0.01878523,,,US5949181045
31/12/2024,Sustainable Growth,Listed Equity,,Mitsubishi Chemical Group Corp,16432.01663,135045.441,0.00005754,,,JP3897700005
