Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,Conservative,Listed Equity,,Cia de Saneamento Basico do Estado de Sao Paulo SABESP,481.11336,11131.59291,0.00000385,,,BRSBSPACNOR5
31/12/2024,Conservative,Listed Equity,,Cia Energetica de Minas Gerais,20679.18829,60063.98971,0.00002075,,,BRCMIGACNPR3
31/12/2024,Conservative,Listed Equity,,Cia Paranaense de Energia - Copel,815.497868,1950.79012,0.00000067,,,BRCPLEACNPB9
31/12/2024,Conservative,Listed Equity,,Cia Siderurgica Nacional SA,666.404418,1543.612264,0.00000053,,,BRCSNAACNOR6
31/12/2024,Conservative,Listed Equity,,Cie de Saint-Gobain SA,2608.933023,373936.4202,0.0001292,,,FR0000125007
31/12/2024,Conservative,Listed Equity,,Cie Financiere Richemont SA,659.197526,162007.7148,0.00005597,,,CH0210483332
31/12/2024,Conservative,Listed Equity,,Cie Generale des Etablissements Michelin SCA,536.886467,28553.77886,0.00000987,,,FR001400AJ45
31/12/2024,Conservative,Listed Equity,,Cigna Group/The,2774.755316,1237536.838,0.00042757,,,US1255231003
31/12/2024,Conservative,Listed Equity,,CIMB Group Holdings Bhd,7302.760792,21629.75959,0.00000747,,,MYL1023OO000
31/12/2024,Conservative,Listed Equity,,Cincinnati Financial Corp,297.12913,68961.40826,0.00002383,,,US1720621010
31/12/2024,Conservative,Listed Equity,,Cintas Corp,1178.203848,347666.7092,0.00012012,,,US1729081059
31/12/2024,Conservative,Listed Equity,,Cipla Ltd/India,527.305521,15210.03703,0.00000526,,,INE059A01026
31/12/2024,Conservative,Listed Equity,,Cisco Systems Inc,12456.38265,1191016.478,0.0004115,,,US17275R1023
31/12/2024,Conservative,Listed Equity,,CITIC Ltd,5842.75854,11188.58359,0.00000387,,,HK0267001375
31/12/2024,Conservative,Listed Equity,,CITIC Securities Co Ltd,1639.753,7279.035755,0.00000251,,,CNE1000016V2
31/12/2024,Conservative,Listed Equity,,CITIC Securities Co Ltd,737.974773,4763.253497,0.00000165,,,CNE000001DB6
31/12/2024,Conservative,Listed Equity,,Citigroup Inc,7464.406602,848614.3597,0.0002932,,,US1729674242
31/12/2024,Conservative,Listed Equity,,Citizens Financial Group Inc,242.767358,17158.20015,0.00000593,,,US1746101054
31/12/2024,Conservative,Listed Equity,,CJ CheilJedang Corp,8.317339,2331.455874,0.00000081,,,KR7097950000
31/12/2024,Conservative,Listed Equity,,CK Asset Holdings Ltd,2530.622298,16784.77621,0.0000058,,,KYG2177B1014
31/12/2024,Conservative,Listed Equity,,CK Hutchison Holdings Ltd,2301.645167,19860.21796,0.00000686,,,KYG217651051
31/12/2024,Conservative,Listed Equity,,CK Infrastructure Holdings Ltd,460.593015,5530.531581,0.00000191,,,BMG2178K1009
31/12/2024,Conservative,Listed Equity,,Clariant AG,166.968405,3002.488311,0.00000104,,,CH0012142631
31/12/2024,Conservative,Listed Equity,,Clarity Pharmaceuticals Ltd,50313.11558,209805.692,0.00007249,,,AU0000165375
31/12/2024,Conservative,Listed Equity,,Cleanaway Waste Management Ltd,479637.1627,1271038.481,0.00043915,,,AU000000CWY3
31/12/2024,Conservative,Listed Equity,,Clean Harbors Inc,291.321429,108285.0902,0.00003741,,,US1844961078
31/12/2024,Conservative,Listed Equity,,Clicks Group Ltd,243.842372,7786.934382,0.00000269,,,ZAE000134854
31/12/2024,Conservative,Listed Equity,,Clinuvel Pharmaceuticals Ltd,1084.145637,13074.79638,0.00000452,,,AU000000CUV3
31/12/2024,Conservative,Listed Equity,,Clorox Co/The,515.412386,135198.4586,0.00004671,,,US1890541097
31/12/2024,Conservative,Listed Equity,,Close The Loop Ltd,83101.0958,19528.75758,0.00000675,,,AU0000186504
31/12/2024,Conservative,Listed Equity,,Cloudflare Inc,3503.122047,609248.4568,0.0002105,,,US18915M1071
31/12/2024,Conservative,Listed Equity,,CLP Holdings Ltd,1333.657387,18107.35425,0.00000626,,,HK0002007356
31/12/2024,Conservative,Listed Equity,,CME Group Inc,1046.298042,392444.1479,0.00013559,,,US12572Q1058
31/12/2024,Conservative,Listed Equity,,CMOC Group Ltd,3753.113133,4096.835332,0.00000142,,,CNE100000114
31/12/2024,Conservative,Listed Equity,,CMOC Group Ltd,958.624831,1410.574577,0.00000049,,,CNE100001NR0
31/12/2024,Conservative,Listed Equity,,CMS Energy Corp,348.428666,37507.50322,0.00001296,,,US1258961002
31/12/2024,Conservative,Listed Equity,,CNGR Advanced Material Co Ltd,48.020601,383.796511,0.00000013,,,CNE1000049X9
31/12/2024,Conservative,Listed Equity,,CNH Industrial NV,1797.015682,32612.04545,0.00001127,,,NL0010545661
31/12/2024,Conservative,Listed Equity,,CNPC Capital Co Ltd,719.002992,1096.164329,0.00000038,,,CNE000000MS3
31/12/2024,Conservative,Listed Equity,,Coca-Cola Co/The,11874.65213,1194081.954,0.00041256,,,US1912161007
31/12/2024,Conservative,Listed Equity,,Coca-Cola Europacific Partners PLC,293.267223,36381.90314,0.00001257,,,GB00BDCPN049
31/12/2024,Conservative,Listed Equity,,Coca-Cola Femsa SAB de CV,527.869176,6642.117747,0.00000229,,,MX01KO000002
31/12/2024,Conservative,Listed Equity,,Coca-Cola Femsa SAB de CV,618.183118,77768.36471,0.00002687,,,US1912411089
31/12/2024,Conservative,Listed Equity,,Coca-Cola HBC AG,409.221281,22614.44421,0.00000781,,,CH0198251305
31/12/2024,Conservative,Listed Equity,,Coca-Cola Icecek AS,736.160081,2015.798164,0.0000007,,,TRECOLA00011
31/12/2024,Conservative,Listed Equity,,Cochlear Ltd,9004.370038,2610186.787,0.00090183,,,AU000000COH5
31/12/2024,Conservative,Listed Equity,,Codan Ltd,6913.725851,111310.9862,0.00003846,,,AU000000CDA3
31/12/2024,Conservative,Listed Equity,,Cognizant Technology Solutions Corp,1113.489503,138298.2196,0.00004778,,,US1924461023
31/12/2024,Conservative,Listed Equity,,Coinbase Global Inc,318.248371,127628.314,0.0000441,,,US19260Q1076
31/12/2024,Conservative,Listed Equity,,Coles Group Ltd,153194.8662,2893851.022,0.00099983,,,AU0000030678
31/12/2024,Conservative,Listed Equity,,Colgate-Palmolive Co,2919.069317,428607.9167,0.00014809,,,US1941621039
31/12/2024,Conservative,Listed Equity,,Colgate-Palmolive India Ltd,145.38158,7352.075599,0.00000254,,,INE259A01022
31/12/2024,Conservative,Listed Equity,,Collins Foods Ltd,21268.86621,154411.9687,0.00005335,,,AU000000CKF7
31/12/2024,Conservative,Listed Equity,,Coloplast A/S,1652.12874,291307.6705,0.00010065,,,DK0060448595
31/12/2024,Conservative,Listed Equity,,Comcast Corp,9771.124725,592280.2403,0.00020463,,,US20030N1019
31/12/2024,Conservative,Listed Equity,,Comfort Systems USA Inc,80.084541,54850.44084,0.00001895,,,US1999081045
31/12/2024,Conservative,Listed Equity,,Commercial Bank PSQC/The,3254.182797,6279.346918,0.00000217,,,QA0007227752
31/12/2024,Conservative,Listed Equity,,Commercial International Bank - Egypt (CIB),2113.511358,5271.790291,0.00000182,,,EGS60121C018
31/12/2024,Conservative,Listed Equity,,Commercial International Bank - Egypt (CIB),25006.43512,59855.50646,0.00002068,,,US2017122050
31/12/2024,Conservative,Listed Equity,,Commerzbank AG,1362.893029,35843.17222,0.00001238,,,DE000CBK1001
31/12/2024,Conservative,Listed Equity,,Commonwealth Bank of Australia,161620.0841,24768277.89,0.00855751,,,AU000000CBA7
31/12/2024,Conservative,Listed Equity,,Compal Electronics Inc,59408.08914,110190.9679,0.00003807,,,TW0002324001
31/12/2024,Conservative,Listed Equity,,Compass Group PLC,15531.56488,836315.7572,0.00028895,,,GB00BD6K4575
31/12/2024,Conservative,Listed Equity,,Computershare Ltd,44520.40741,1511467.831,0.00052222,,,AU000000CPU5
31/12/2024,Conservative,Listed Equity,,Conagra Brands Inc,608.835706,27287.71841,0.00000943,,,US2058871029
31/12/2024,Conservative,Listed Equity,,Concordia Financial Group Ltd,3510.069941,31422.86311,0.00001086,,,JP3305990008
31/12/2024,Conservative,Listed Equity,,ConocoPhillips,2336.89133,374302.6944,0.00012932,,,US20825C1045
31/12/2024,Conservative,Listed Equity,,Consolidated Edison Inc,1127.995255,162563.2184,0.00005617,,,US2091151041
31/12/2024,Conservative,Listed Equity,,Constellation Brands Inc,358.366765,127915.78,0.0000442,,,US21036P1084
31/12/2024,Conservative,Listed Equity,,Constellation Energy Corp,466.477425,168546.6603,0.00005823,,,US21037T1097
31/12/2024,Conservative,Listed Equity,,Constellation Software Inc/Canada,100.79899,503157.2813,0.00017384,,,CA21037X1006
31/12/2024,Conservative,Listed Equity,,Container Corp Of India Ltd,275.571988,4096.582924,0.00000142,,,INE111A01025
31/12/2024,Conservative,Listed Equity,,Contemporary Amperex Technology Co Ltd,9926.367032,584248.6523,0.00020186,,,CNE100003662
31/12/2024,Conservative,Listed Equity,,Continental AG,102.210417,11080.47045,0.00000383,,,DE0005439004
31/12/2024,Conservative,Listed Equity,,Cooper Cos Inc/The,348.097246,51684.69655,0.00001786,,,US2166485019
31/12/2024,Conservative,Listed Equity,,Copart Inc,2129.333783,197371.3411,0.00006819,,,US2172041061
31/12/2024,Conservative,Listed Equity,,Corebridge Financial Inc,1544.987249,74685.40474,0.0000258,,,US21871X1090
31/12/2024,Conservative,Listed Equity,,Corning Inc,1023.49347,78553.51638,0.00002714,,,US2193501051
31/12/2024,Conservative,Listed Equity,,Coronado Global Resources Inc,72708.62407,55622.09762,0.00001922,,,AU0000026122
31/12/2024,Conservative,Listed Equity,,Corpay Inc,129.364645,70709.17099,0.00002443,,,US2199481068
31/12/2024,Conservative,Listed Equity,,Corteva Inc,1369.76657,126014.5423,0.00004354,,,US22052L1044
31/12/2024,Conservative,Listed Equity,,Cosan SA,19466.93952,41529.28646,0.00001435,,,BRCSANACNOR6
31/12/2024,Conservative,Listed Equity,,COSCO SHIPPING Energy Transportation Co Ltd,1292.280712,1671.262928,0.00000058,,,CNE1000002S8
31/12/2024,Conservative,Listed Equity,,COSCO SHIPPING Energy Transportation Co Ltd,362.938413,931.572584,0.00000032,,,CNE000001BD6
31/12/2024,Conservative,Listed Equity,,COSCO SHIPPING Holdings Co Ltd,3199.755782,8515.77823,0.00000294,,,CNE1000002J7
31/12/2024,Conservative,Listed Equity,,COSCO SHIPPING Holdings Co Ltd,767.669734,2632.884887,0.00000091,,,CNE100000601
31/12/2024,Conservative,Listed Equity,,CoStar Group Inc,820.855447,94912.44689,0.00003279,,,US22160N1090
31/12/2024,Conservative,Listed Equity,,Costco Wholesale Corp,1277.028006,1889852.945,0.00065295,,,US22160K1051
31/12/2024,Conservative,Listed Equity,,Country Garden Holdings Co Ltd,7318.570609,738.015603,0.00000025,,,KYG245241032
31/12/2024,Conservative,Listed Equity,,Country Garden Services Holdings Co Ltd,131155.3296,150529.8273,0.00005201,,,KYG2453A1085
31/12/2024,Conservative,Listed Equity,,Coupang Inc,10438.74633,370578.4451,0.00012804,,,US22266T1097
31/12/2024,Conservative,Listed Equity,,Covestro AG,156.409138,15172.04528,0.00000524,,,DE000A40KY26
31/12/2024,Conservative,Listed Equity,,Coway Co Ltd,964.452419,70787.87075,0.00002446,,,KR7021240007
31/12/2024,Conservative,Listed Equity,,CP ALL PCL,5705.281869,15067.29418,0.00000521,,,TH0737010R15
31/12/2024,Conservative,Listed Equity,,CP AXTRA PCL,2096.079316,2705.749036,0.00000093,,,THC450010R16
31/12/2024,Conservative,Listed Equity,,CPFL Energia SA,231.620696,1912.905948,0.00000066,,,BRCPFEACNOR0
31/12/2024,Conservative,Listed Equity,,Credicorp Ltd,276.588107,81893.13058,0.00002829,,,BMG2519Y1084
31/12/2024,Conservative,Listed Equity,,Credit Agricole SA,2012.293815,44727.06365,0.00001545,,,FR0000045072
31/12/2024,Conservative,Listed Equity,,Credit Corp Group Ltd,6529.287632,104403.3092,0.00003607,,,AU000000CCP3
31/12/2024,Conservative,Listed Equity,,CRH PLC,817.807655,122205.5468,0.00004222,,,IE0001827041
31/12/2024,Conservative,Listed Equity,,Criteo SA,2307.047719,147406.6184,0.00005093,,,US2267181046
31/12/2024,Conservative,Listed Equity,,Croda International PLC,3026.994076,207260.8415,0.00007161,,,GB00BJFFLV09
31/12/2024,Conservative,Listed Equity,,Crowdstrike Holdings Inc,428.649508,236883.9791,0.00008184,,,US22788C1053
31/12/2024,Conservative,Listed Equity,,Crown Holdings Inc,151.157129,20187.6491,0.00000697,,,US2283681060
31/12/2024,Conservative,Listed Equity,,CRRC Corp Ltd,1466.876085,2719.964261,0.00000094,,,CNE100000CP9
31/12/2024,Conservative,Listed Equity,,CRRC Corp Ltd,4399.253489,4582.624273,0.00000158,,,CNE100000BG0
31/12/2024,Conservative,Listed Equity,,CSC Financial Co Ltd,261.205676,1488.283265,0.00000051,,,CNE1000031T5
31/12/2024,Conservative,Listed Equity,,CSL Ltd,59423.6648,16732515.54,0.00578113,,,AU000000CSL8
31/12/2024,Conservative,Listed Equity,,CSPC Pharmaceutical Group Ltd,7847.168411,7798.990812,0.00000269,,,HK1093012172
31/12/2024,Conservative,Listed Equity,,CSX Corp,2742.579534,142942.8111,0.00004939,,,US1264081035
31/12/2024,Conservative,Listed Equity,,CTBC Financial Holding Co Ltd,15328.64888,29526.77855,0.0000102,,,TW0002891009
31/12/2024,Conservative,Listed Equity,,CTS Eventim AG & Co KGaA,151.81447,20731.14898,0.00000716,,,DE0005470306
31/12/2024,Conservative,Listed Equity,,Cummins Inc,583.225649,328373.5141,0.00011345,,,US2310211063
31/12/2024,Conservative,Listed Equity,,Cummins India Ltd,142.742028,8816.394206,0.00000305,,,INE298A01020
31/12/2024,Conservative,Listed Equity,,CVC Capital Partners PLC,30.921603,1099.459588,0.00000038,,,JE00BRX98089
31/12/2024,Conservative,Listed Equity,,CVS Health Corp,3094.795646,224380.8068,0.00007752,,,US1266501006
31/12/2024,Conservative,Listed Equity,,CyberArk Software Ltd,203.154791,109312.7975,0.00003777,,,IL0011334468
31/12/2024,Conservative,Listed Equity,,Dabur India Ltd,519.634323,4970.112857,0.00000172,,,INE016A01026
31/12/2024,Conservative,Listed Equity,,Daifuku Co Ltd,199.361156,6761.08584,0.00000234,,,JP3497400006
31/12/2024,Conservative,Listed Equity,,Dai-ichi Life Holdings Inc,1552.256187,67558.31091,0.00002334,,,JP3476480003
31/12/2024,Conservative,Listed Equity,,Daiichi Sankyo Co Ltd,3215.80283,143826.9493,0.00004969,,,JP3475350009
31/12/2024,Conservative,Listed Equity,,Daikin Industries Ltd,431.715818,82788.7965,0.0000286,,,JP3481800005
31/12/2024,Conservative,Listed Equity,,Daimler Truck Holding AG,10673.6103,657813.6009,0.00022728,,,DE000DTR0CK8
31/12/2024,Conservative,Listed Equity,,Dai Nippon Printing Co Ltd,284.605236,6491.723346,0.00000224,,,JP3493800001
31/12/2024,Conservative,Listed Equity,,Daito Trust Construction Co Ltd,169.111032,30544.23447,0.00001055,,,JP3486800000
31/12/2024,Conservative,Listed Equity,,Daiwa House Industry Co Ltd,922.561181,46059.016,0.00001591,,,JP3505000004
31/12/2024,Conservative,Listed Equity,,Daiwa Securities Group Inc,2428.057278,26150.63128,0.00000904,,,JP3502200003
31/12/2024,Conservative,Listed Equity,,Danaher Corp,1186.566967,439919.9665,0.00015199,,,US2358511028
31/12/2024,Conservative,Listed Equity,,Danone SA,468.718701,51048.22987,0.00001764,,,FR0000120644
31/12/2024,Conservative,Listed Equity,,Danske Bank A/S,1879.653909,85870.48494,0.00002967,,,DK0010274414
31/12/2024,Conservative,Listed Equity,,Daqin Railway Co Ltd,896.347898,1344.720639,0.00000046,,,CNE000001NG4
31/12/2024,Conservative,Listed Equity,,Darden Restaurants Inc,181.569512,54747.98061,0.00001892,,,US2371941053
31/12/2024,Conservative,Listed Equity,,DaShenLin Pharmaceutical Group Co Ltd,21933.56541,73090.33619,0.00002525,,,CNE100002RG2
31/12/2024,Conservative,Listed Equity,,Dassault Systemes SE,777.848149,43580.64407,0.00001506,,,FR0014003TT8
31/12/2024,Conservative,Listed Equity,,Data#3 Ltd,11424.06339,72999.76506,0.00002522,,,AU000000DTL4
31/12/2024,Conservative,Listed Equity,,Datadog Inc,1562.925003,360698.302,0.00012462,,,US23804L1035
31/12/2024,Conservative,Listed Equity,,Davide Campari-Milano NV,588.555552,5923.708311,0.00000205,,,NL0015435975
31/12/2024,Conservative,Listed Equity,,DaVita Inc,117.415972,28360.7503,0.0000098,,,US23918K1088
31/12/2024,Conservative,Listed Equity,,Dayforce Inc,395.36436,46384.99103,0.00001603,,,US15677J1088
31/12/2024,Conservative,Listed Equity,,DB Insurance Co Ltd,46.247152,5215.909323,0.0000018,,,KR7005830005
31/12/2024,Conservative,Listed Equity,,DBS Group Holdings Ltd,13079.73079,677025.0582,0.00023391,,,SG1L01001701
31/12/2024,Conservative,Listed Equity,,DCC PLC,143.553807,14925.36113,0.00000516,,,IE0002424939
31/12/2024,Conservative,Listed Equity,,Deckers Outdoor Corp,1956.533626,641770.8377,0.00022173,,,US2435371073
31/12/2024,Conservative,Listed Equity,,Deep Yellow Ltd,91184.505,102582.5682,0.00003544,,,AU000000DYL4
31/12/2024,Conservative,Listed Equity,,Deere & Co,592.299307,405325.392,0.00014004,,,US2441991054
31/12/2024,Conservative,Listed Equity,,De Grey Mining Ltd,35556.66098,62757.50663,0.00002168,,,AU000000DEG6
31/12/2024,Conservative,Listed Equity,,Delivery Hero SE,200.158628,9078.581906,0.00000314,,,DE000A2E4K43
31/12/2024,Conservative,Listed Equity,,Dell Technologies Inc,553.21751,102968.24,0.00003558,,,US24703L2025
31/12/2024,Conservative,Listed Equity,,Delta Air Lines Inc,8704.301836,850537.4483,0.00029386,,,US2473617023
31/12/2024,Conservative,Listed Equity,,Delta Electronics Inc,13483.35875,285960.9157,0.0000988,,,TW0002308004
31/12/2024,Conservative,Listed Equity,,Delta Electronics Thailand PCL,2936.501704,21213.55185,0.00000733,,,TH0528010R18
31/12/2024,Conservative,Listed Equity,,Demant A/S,1999.01039,118446.6711,0.00004092,,,DK0060738599
31/12/2024,Conservative,Listed Equity,,Denso Corp,2719.543184,61891.87127,0.00002138,,,JP3551500006
31/12/2024,Conservative,Listed Equity,,Dentsu Group Inc,276.355847,10826.38631,0.00000374,,,JP3551520004
31/12/2024,Conservative,Listed Equity,,Descartes Systems Group Inc/The,361.715911,66374.96023,0.00002293,,,CA2499061083
31/12/2024,Conservative,Listed Equity,,Deterra Royalties Ltd,51325.06267,190929.2331,0.00006597,,,AU0000107484
31/12/2024,Conservative,Listed Equity,,Deutsche Bank AG,6338.901349,176409.24,0.00006095,,,DE0005140008
31/12/2024,Conservative,Listed Equity,,Deutsche Boerse AG,291.849084,108554.3249,0.00003751,,,DE0005810055
31/12/2024,Conservative,Listed Equity,,Deutsche Lufthansa AG,363.882231,3758.565769,0.0000013,,,DE0008232125
31/12/2024,Conservative,Listed Equity,,Deutsche Post AG,1088.787157,61875.73603,0.00002138,,,DE0005552004
31/12/2024,Conservative,Listed Equity,,Deutsche Telekom AG,4438.195591,214441.0838,0.00007409,,,DE0005557508
31/12/2024,Conservative,Listed Equity,,Devon Energy Corp,2008.8634,106194.1357,0.00003669,,,US25179M1036
31/12/2024,Conservative,Listed Equity,,Dexcom Inc,2812.099746,353221.3474,0.00012204,,,US2521311074
31/12/2024,Conservative,Listed Equity,,Diageo PLC,6581.887149,337834.1094,0.00011672,,,GB0002374006
31/12/2024,Conservative,Listed Equity,,DiaSorin SpA,27.333107,4551.220757,0.00000157,,,IT0003492391
31/12/2024,Conservative,Listed Equity,,Dick's Sporting Goods Inc,300.399239,111028.6066,0.00003836,,,US2533931026
31/12/2024,Conservative,Listed Equity,,DiDi Global Inc,45116.67768,333010.122,0.00011506,,,US23292E1082
31/12/2024,Conservative,Listed Equity,,D'ieteren Group,27.044378,7268.535093,0.00000251,,,BE0974259880
31/12/2024,Conservative,Listed Equity,,Dino Polska SA,48.96919,7463.723978,0.00000258,,,PLDINPL00011
31/12/2024,Conservative,Listed Equity,,Disco Corp,86.618995,38037.15266,0.00001314,,,JP3548600000
31/12/2024,Conservative,Listed Equity,,Discover Financial Services,941.664675,263465.3502,0.00009103,,,US2547091080
31/12/2024,Conservative,Listed Equity,,Discovery Ltd,541.245656,9022.950567,0.00000312,,,ZAE000022331
31/12/2024,Conservative,Listed Equity,,Divi's Laboratories Ltd,120.058377,13813.29632,0.00000477,,,INE361B01024
31/12/2024,Conservative,Listed Equity,,Dixon Technologies India Ltd,32.128298,10871.28909,0.00000376,,,INE935N01020
31/12/2024,Conservative,Listed Equity,,DLF Ltd,767.119827,11937.81867,0.00000412,,,INE271C01023
31/12/2024,Conservative,Listed Equity,,DNB Bank ASA,1460.516524,47126.80263,0.00001628,,,NO0010161896
31/12/2024,Conservative,Listed Equity,,DocuSign Inc,1590.980511,231111.6645,0.00007985,,,US2561631068
31/12/2024,Conservative,Listed Equity,,Dollarama Inc,1223.742251,192783.7043,0.00006661,,,CA25675T1075
31/12/2024,Conservative,Listed Equity,,Dollar General Corp,356.154918,43614.09346,0.00001507,,,US2566771059
31/12/2024,Conservative,Listed Equity,,Dollar Tree Inc,330.486069,40001.01116,0.00001382,,,US2567461080
31/12/2024,Conservative,Listed Equity,,Domain Holdings Australia Ltd,24314.24787,61515.04711,0.00002125,,,AU000000DHG9
31/12/2024,Conservative,Listed Equity,,Dominion Energy Inc,1018.296369,88581.83388,0.00003061,,,US25746U1097
31/12/2024,Conservative,Listed Equity,,Domino's Pizza Enterprises Ltd,7206.091065,212147.321,0.0000733,,,AU000000DMP0
31/12/2024,Conservative,Listed Equity,,Domino's Pizza Inc,62.571863,42421.3279,0.00001466,,,US25754A2015
31/12/2024,Conservative,Listed Equity,,Dongfang Electric Corp Ltd,115.480404,406.029788,0.00000014,,,CNE000000J28
31/12/2024,Conservative,Listed Equity,,Dongxing Securities Co Ltd,159.472939,388.508111,0.00000013,,,CNE100002177
31/12/2024,Conservative,Listed Equity,,DoorDash Inc,981.738053,265988.1425,0.0000919,,,US25809K1051
31/12/2024,Conservative,Listed Equity,,Doosan Bobcat Inc,50.371452,2315.530027,0.0000008,,,KR7241560002
31/12/2024,Conservative,Listed Equity,,Doosan Enerbility Co Ltd,437.794461,8429.451266,0.00000291,,,KR7034020008
31/12/2024,Conservative,Listed Equity,,Dover Corp,219.242466,66429.59972,0.00002295,,,US2600031080
31/12/2024,Conservative,Listed Equity,,Dow Inc,878.165986,56918.03439,0.00001967,,,US2605571031
31/12/2024,Conservative,Listed Equity,,Downer EDI Ltd,84383.76738,443014.7787,0.00015306,,,AU000000DOW2
31/12/2024,Conservative,Listed Equity,,DraftKings Inc,629.995521,37851.62463,0.00001308,,,US26142V1052
31/12/2024,Conservative,Listed Equity,,DR Horton Inc,716.554667,161816.4798,0.00005591,,,US23331A1097
31/12/2024,Conservative,Listed Equity,,Dr Ing hc F Porsche AG,139.319105,13612.1349,0.0000047,,,DE000PAG9113
31/12/2024,Conservative,Listed Equity,,Dropbox Inc,2816.091173,136631.4768,0.00004721,,,US26210C1045
31/12/2024,Conservative,Listed Equity,,Dr Reddy's Laboratories Ltd,588.537631,15416.31541,0.00000533,,,INE089A01031
31/12/2024,Conservative,Listed Equity,,DSM-Firmenich AG,592.911379,96900.7766,0.00003348,,,CH1216478797
31/12/2024,Conservative,Listed Equity,,DSV A/S,256.680984,88018.94847,0.00003041,,,DK0060079531
31/12/2024,Conservative,Listed Equity,,DTE Energy Co,244.760711,47734.56492,0.00001649,,,US2333311072
31/12/2024,Conservative,Listed Equity,,Dubai Islamic Bank PJSC,2910.944791,9075.22236,0.00000314,,,AED000201015
31/12/2024,Conservative,Listed Equity,,Duke Energy Corp,899.600827,156542.0223,0.00005409,,,US26441C2044
31/12/2024,Conservative,Listed Equity,,Dukhan Bank,1841.197567,3017.853249,0.00000104,,,QA000B982PM1
31/12/2024,Conservative,Listed Equity,,DuPont de Nemours Inc,1313.83917,161802.8534,0.0000559,,,US26614N1028
31/12/2024,Conservative,Listed Equity,,Dynatrace Inc,470.353316,41288.38364,0.00001427,,,US2681501092
31/12/2024,Conservative,Listed Equity,,Eagers Automotive Ltd,12540.24632,148476.5165,0.0000513,,,AU000000APE3
31/12/2024,Conservative,Listed Equity,,East Japan Railway Co,980.307138,28158.26853,0.00000973,,,JP3783600004
31/12/2024,Conservative,Listed Equity,,Eastman Chemical Co,159.681536,23551.83362,0.00000814,,,US2774321002
31/12/2024,Conservative,Listed Equity,,East Money Information Co Ltd,956.218989,5463.102552,0.00000189,,,CNE100000MD4
31/12/2024,Conservative,Listed Equity,,Eastroc Beverage Group Co Ltd,33.956738,1867.295588,0.00000065,,,CNE100005576
31/12/2024,Conservative,Listed Equity,,Eaton Corp PLC,1007.336541,539941.4968,0.00018655,,,IE00B8KQN827
31/12/2024,Conservative,Listed Equity,,eBay Inc,3035.697871,303741.3924,0.00010494,,,US2786421030
31/12/2024,Conservative,Listed Equity,,EBOS Group Ltd,3180.761786,108114.0931,0.00003735,,,NZEBOE0001S6
31/12/2024,Conservative,Listed Equity,,EBR Systems Inc,218563.8164,224027.9118,0.0000774,,,AU0000182552
31/12/2024,Conservative,Listed Equity,,Eclat Textile Co Ltd,178.719673,4481.522416,0.00000155,,,TW0001476000
31/12/2024,Conservative,Listed Equity,,Ecolab Inc,994.82828,376497.0725,0.00013008,,,US2788651006
31/12/2024,Conservative,Listed Equity,,Ecopro BM Co Ltd,48.900452,5896.068144,0.00000204,,,KR7247540008
31/12/2024,Conservative,Listed Equity,,Ecopro Co Ltd,98.020867,6183.556198,0.00000214,,,KR7086520004
31/12/2024,Conservative,Listed Equity,,Ecopro Materials Co Ltd,13.500209,974.581885,0.00000034,,,KR7450080007
31/12/2024,Conservative,Listed Equity,,Ecovacs Robotics Co Ltd,67.363569,700.565446,0.00000024,,,CNE1000031N8
31/12/2024,Conservative,Listed Equity,,Edenred SE,216.492496,11495.83691,0.00000397,,,FR0010908533
31/12/2024,Conservative,Listed Equity,,Edison International,1328.226443,171276.103,0.00005918,,,US2810201077
31/12/2024,Conservative,Listed Equity,,EDP Renovaveis SA,1245.361624,20911.40465,0.00000722,,,ES0127797019
31/12/2024,Conservative,Listed Equity,,EDP SA,2328.510801,12037.36073,0.00000416,,,PTEDP0AM0009
31/12/2024,Conservative,Listed Equity,,Edwards Lifesciences Corp,1409.682997,168551.7763,0.00005824,,,US28176E1082
31/12/2024,Conservative,Listed Equity,,Eicher Motors Ltd,137.435429,12501.93879,0.00000432,,,INE066A01021
31/12/2024,Conservative,Listed Equity,,Eiffage SA,119.753717,16967.93389,0.00000586,,,FR0000130452
31/12/2024,Conservative,Listed Equity,,E Ink Holdings Inc,866.103031,11648.4366,0.00000402,,,TW0008069006
31/12/2024,Conservative,Listed Equity,,Eisai Co Ltd,328.601168,14619.03343,0.00000505,,,JP3160400002
31/12/2024,Conservative,Listed Equity,,Elders Ltd,15668.30867,112185.0901,0.00003876,,,AU000000ELD6
31/12/2024,Conservative,Listed Equity,,Eldorado Gold Corp,6039.187414,145041.9395,0.00005011,,,CA2849025093
31/12/2024,Conservative,Listed Equity,,Electronic Arts Inc,1309.884237,309514.7604,0.00010694,,,US2855121099
31/12/2024,Conservative,Listed Equity,,Element Fleet Management Corp,308.336114,10062.47029,0.00000348,,,CA2861812014
31/12/2024,Conservative,Listed Equity,,Elevance Health Inc,1605.243195,956430.9373,0.00033045,,,US0367521038
31/12/2024,Conservative,Listed Equity,,elf Beauty Inc,1369.322369,277668.4541,0.00009594,,,US26856L1035
31/12/2024,Conservative,Listed Equity,,Elia Group SA/NV,23.0434,2867.302474,0.00000099,,,BE0003822393
