Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,Indexed Balanced Growth,Listed Equity,,SmartGroup Corp Ltd,8262.183085,64197.16257,0.00013869,,,AU000000SIQ4
31/12/2024,Indexed Balanced Growth,Listed Equity,,SMC Corp,73.524958,46983.72778,0.0001015,,,JP3162600005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Smith & Nephew PLC,1246.248046,24991.96421,0.00005399,,,GB0009223206
31/12/2024,Indexed Balanced Growth,Listed Equity,,Smiths Group PLC,537.467446,18688.52982,0.00004037,,,GB00B1WY2338
31/12/2024,Indexed Balanced Growth,Listed Equity,,SM Prime Holdings Inc,66834.18723,46932.62058,0.00010139,,,PHY8076N1120
31/12/2024,Indexed Balanced Growth,Listed Equity,,Smurfit WestRock PLC,916.120982,79935.15107,0.00017269,,,IE00028FXN24
31/12/2024,Indexed Balanced Growth,Listed Equity,,Snam SpA,2634.399261,18844.07187,0.00004071,,,IT0003153415
31/12/2024,Indexed Balanced Growth,Listed Equity,,Snap Inc,1653.576316,28763.65488,0.00006214,,,US83304A1060
31/12/2024,Indexed Balanced Growth,Listed Equity,,Snap-on Inc,141.90317,77805.52271,0.00016809,,,US8330341012
31/12/2024,Indexed Balanced Growth,Listed Equity,,Snowflake Inc,514.674709,128354.8801,0.00027729,,,US8334451098
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sociedad Quimica y Minera de Chile SA,485.999975,28887.21357,0.00006241,,,CLP8716X1082
31/12/2024,Indexed Balanced Growth,Listed Equity,,Societe Generale SA,901.415991,40945.76997,0.00008846,,,FR0000130809
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sodexo SA,147.785166,19661.88263,0.00004248,,,FR0000121220
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sofina SA,46.320724,16919.28404,0.00003655,,,BE0003717312
31/12/2024,Indexed Balanced Growth,Listed Equity,,SoftBank Corp,45953.09903,93931.56803,0.00020293,,,JP3732000009
31/12/2024,Indexed Balanced Growth,Listed Equity,,SoftBank Group Corp,1470.499169,138805.2545,0.00029987,,,JP3436100006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Solventum Corp,308.069576,32869.37679,0.00007101,,,US83444M1018
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sompo Holdings Inc,1470.499169,62247.01654,0.00013448,,,JP3165000005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sonic Healthcare Ltd,29215.20574,789102.707,0.00170475,,,AU000000SHL7
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sonova Holding AG,58.084717,30672.5172,0.00006626,,,CH0012549785
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sony Group Corp,9558.244598,330933.794,0.00071494,,,JP3435000009
31/12/2024,Indexed Balanced Growth,Listed Equity,,South32 Ltd,269982.931,917941.9653,0.00198309,,,AU000000S320
31/12/2024,Indexed Balanced Growth,Listed Equity,,Southern Copper Corp,222.045375,32681.8955,0.0000706,,,US84265V1052
31/12/2024,Indexed Balanced Growth,Listed Equity,,Southern Co/The,1806.508229,240186.9595,0.00051889,,,US8425871071
31/12/2024,Indexed Balanced Growth,Listed Equity,,Southwest Airlines Co,514.674709,27946.96905,0.00006038,,,US8447411088
31/12/2024,Indexed Balanced Growth,Listed Equity,,Spark New Zealand Ltd,23215.09051,62448.59346,0.00013491,,,NZTELE0001S4
31/12/2024,Indexed Balanced Growth,Listed Equity,,Spartan Resources Ltd/Australia,48613.28108,68544.72633,0.00014808,,,AU0000294233
31/12/2024,Indexed Balanced Growth,Listed Equity,,S&P Global Inc,482.323727,387970.0967,0.00083816,,,US78409V1044
31/12/2024,Indexed Balanced Growth,Listed Equity,,Spirax Group PLC,102.934942,14273.06932,0.00003084,,,GB00BWFGQN14
31/12/2024,Indexed Balanced Growth,Listed Equity,,Spotify Technology SA,220.574875,159381.0671,0.00034432,,,LU1778762911
31/12/2024,Indexed Balanced Growth,Listed Equity,,SS&C Technologies Holdings Inc,558.054435,68302.29684,0.00014756,,,US78467J1007
31/12/2024,Indexed Balanced Growth,Listed Equity,,SSE PLC,1820.477971,59065.90039,0.0001276,,,GB0007908733
31/12/2024,Indexed Balanced Growth,Listed Equity,,Standard Bank Group Ltd,2699.836474,51245.14614,0.00011071,,,ZAE000109815
31/12/2024,Indexed Balanced Growth,Listed Equity,,Standard Chartered PLC,3199.070942,63972.23557,0.0001382,,,GB0004082847
31/12/2024,Indexed Balanced Growth,Listed Equity,,Stanley Black & Decker Inc,226.456872,29366.42719,0.00006344,,,US8545021011
31/12/2024,Indexed Balanced Growth,Listed Equity,,Stanmore Resources Ltd,24381.65993,73388.79639,0.00015855,,,AU000000SMR4
31/12/2024,Indexed Balanced Growth,Listed Equity,,Stantec Inc,204.399384,25887.86583,0.00005593,,,CA85472N1096
31/12/2024,Indexed Balanced Growth,Listed Equity,,Starbucks Corp,1805.772979,266133.8659,0.00057495,,,US8552441094
31/12/2024,Indexed Balanced Growth,Listed Equity,,Star Entertainment Grp Ltd/The,126344.8529,24005.52205,0.00005186,,,AU000000SGR6
31/12/2024,Indexed Balanced Growth,Listed Equity,,State Bank of India,4425.467249,66368.10517,0.00014338,,,INE062A01020
31/12/2024,Indexed Balanced Growth,Listed Equity,,State Street Corp,427.180009,67718.19251,0.0001463,,,US8574771031
31/12/2024,Indexed Balanced Growth,Listed Equity,,Steadfast Group Ltd,65778.00413,381512.424,0.00082421,,,AU000000SDF8
31/12/2024,Indexed Balanced Growth,Listed Equity,,Steel Dynamics Inc,264.68985,48765.51692,0.00010535,,,US8581191009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Stellantis NV,3174.807706,66849.34808,0.00014442,,,NL00150001Q9
31/12/2024,Indexed Balanced Growth,Listed Equity,,STERIS PLC,144.108919,47844.67564,0.00010336,,,IE00BFY8C754
31/12/2024,Indexed Balanced Growth,Listed Equity,,STMicroelectronics NV,1049.201157,42596.31705,0.00009202,,,NL0000226223
31/12/2024,Indexed Balanced Growth,Listed Equity,,Stora Enso Oyj,1094.051382,17781.50388,0.00003841,,,FI0009005961
31/12/2024,Indexed Balanced Growth,Listed Equity,,Straumann Holding AG,159.54916,32486.77496,0.00007018,,,CH1175448666
31/12/2024,Indexed Balanced Growth,Listed Equity,,Strike Energy Ltd,223196.6771,46871.30219,0.00010126,,,AU000000STX7
31/12/2024,Indexed Balanced Growth,Listed Equity,,Stryker Corp,550.701939,320245.8752,0.00069185,,,US8636671013
31/12/2024,Indexed Balanced Growth,Listed Equity,,Subaru Corp,955.82446,27710.42456,0.00005986,,,JP3814800003
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sumitomo Corp,1396.974211,49214.28386,0.00010632,,,JP3404600003
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sumitomo Electric Industries Ltd,1176.399335,34498.05755,0.00007453,,,JP3407400005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sumitomo Metal Mining Co Ltd,661.724626,24570.11476,0.00005308,,,JP3402600005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sumitomo Mitsui Financial Group Inc,5955.521634,230372.8995,0.00049769,,,JP3890350006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sumitomo Mitsui Trust Group Inc,1029.349418,39055.88443,0.00008438,,,JP3892100003
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sumitomo Realty & Development Co Ltd,294.099834,14930.8236,0.00003226,,,JP3409000001
31/12/2024,Indexed Balanced Growth,Listed Equity,,Suncor Energy Inc,2249.863729,129641.1404,0.00028007,,,CA8672241079
31/12/2024,Indexed Balanced Growth,Listed Equity,,Suncorp Group Ltd,77018.70817,1464125.642,0.00316305,,,AU000000SUN6
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sun Hung Kai Properties Ltd,735.249584,11412.00732,0.00002465,,,HK0016000132
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sun Life Financial Inc,685.252613,65680.86003,0.00014189,,,CA8667961053
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sunny Optical Technology Group Co Ltd,2352.79867,33681.09968,0.00007276,,,KYG8586D1097
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sun Pharmaceutical Industries Ltd,2212.366,78729.90054,0.00017009,,,INE044A01036
31/12/2024,Indexed Balanced Growth,Listed Equity,,Suntory Beverage & Food Ltd,147.049917,7575.732324,0.00001637,,,JP3336560002
31/12/2024,Indexed Balanced Growth,Listed Equity,,Superloop Ltd,28527.46819,62475.15535,0.00013497,,,AU000000SLC8
31/12/2024,Indexed Balanced Growth,Listed Equity,,Super Micro Computer Inc,882.299501,43434.53099,0.00009383,,,US86800U3023
31/12/2024,Indexed Balanced Growth,Listed Equity,,Super Retail Group Ltd,10511.32894,159561.9733,0.00034471,,,AU000000SUL0
31/12/2024,Indexed Balanced Growth,Listed Equity,,Suzano SA,1029.349418,16625.6033,0.00003592,,,BRSUZBACNOR0
31/12/2024,Indexed Balanced Growth,Listed Equity,,Suzlon Energy Ltd,18584.90375,21814.77429,0.00004713,,,INE040H01021
31/12/2024,Indexed Balanced Growth,Listed Equity,,Suzuki Motor Corp,2573.373546,47338.86068,0.00010227,,,JP3397200001
31/12/2024,Indexed Balanced Growth,Listed Equity,,Svenska Cellulosa AB SCA,1550.641374,31834.9615,0.00006878,,,SE0000112724
31/12/2024,Indexed Balanced Growth,Listed Equity,,Svenska Handelsbanken AB,2532.199569,42270.29268,0.00009132,,,SE0007100599
31/12/2024,Indexed Balanced Growth,Listed Equity,,Swatch Group AG/The,45.585474,13404.98219,0.00002896,,,CH0012255151
31/12/2024,Indexed Balanced Growth,Listed Equity,,Swedbank AB,1535.201132,48988.05491,0.00010583,,,SE0000242455
31/12/2024,Indexed Balanced Growth,Listed Equity,,Swedish Orphan Biovitrum AB,281.600591,13065.06896,0.00002823,,,SE0000872095
31/12/2024,Indexed Balanced Growth,Listed Equity,,Swisscom AG,62.496215,56191.51567,0.00012139,,,CH0008742519
31/12/2024,Indexed Balanced Growth,Listed Equity,,Swiss Life Holding AG,41.909226,52253.48948,0.00011289,,,CH0014852781
31/12/2024,Indexed Balanced Growth,Listed Equity,,Swiss Re AG,489.676223,114498.212,0.00024736,,,CH0126881561
31/12/2024,Indexed Balanced Growth,Listed Equity,,Syensqo SA,186.753394,22038.45192,0.00004761,,,BE0974464977
31/12/2024,Indexed Balanced Growth,Listed Equity,,Symrise AG,243.367612,41780.70469,0.00009026,,,DE000SYM9999
31/12/2024,Indexed Balanced Growth,Listed Equity,,Synchrony Financial,741.131581,77805.94915,0.00016809,,,US87165B1035
31/12/2024,Indexed Balanced Growth,Listed Equity,,Synopsys Inc,238.220865,186744.5347,0.00040344,,,US8716071076
31/12/2024,Indexed Balanced Growth,Listed Equity,,Syrah Resources Ltd,65351.57814,13397.07711,0.00002894,,,AU000000SYR9
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sysco Corp,905.092239,111771.5463,0.00024147,,,US8718291078
31/12/2024,Indexed Balanced Growth,Listed Equity,,Sysmex Corp,661.724626,19833.58547,0.00004285,,,JP3351100007
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tabcorp Holdings Ltd,142884.2947,80729.62653,0.00017441,,,AU000000TAH8
31/12/2024,Indexed Balanced Growth,Listed Equity,,Taisei Corp,294.099834,20065.93904,0.00004335,,,JP3443600006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Taishin Financial Holding Co Ltd,48641.17151,41695.4525,0.00009008,,,TW0002887007
31/12/2024,Indexed Balanced Growth,Listed Equity,,Taiwan Cooperative Financial Holding Co Ltd,39989.48965,47872.65924,0.00010342,,,TW0005880009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Taiwan Semiconductor Manufacturing Co Ltd,38232.97839,2024799.522,0.00437432,,,TW0002330008
31/12/2024,Indexed Balanced Growth,Listed Equity,,Takeda Pharmaceutical Co Ltd,2499.848587,107412.7515,0.00023205,,,JP3463000004
31/12/2024,Indexed Balanced Growth,Listed Equity,,Take-Two Interactive Software Inc,291.894085,86783.27306,0.00018748,,,US8740541094
31/12/2024,Indexed Balanced Growth,Listed Equity,,Targa Resources Corp,419.092263,120823.6598,0.00026102,,,US87612G1013
31/12/2024,Indexed Balanced Growth,Listed Equity,,Target Corp,726.426589,158601.8643,0.00034264,,,US87612E1064
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tata Consultancy Services Ltd,1232.278304,95192.32991,0.00020565,,,INE467B01029
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tata Consumer Products Ltd,1726.366024,29790.10741,0.00006436,,,INE192A01025
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tata Motors Ltd,4762.211559,66494.98719,0.00014365,,,INE155A01022
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tata Steel Ltd,22469.2273,58517.39685,0.00012642,,,INE081A01020
31/12/2024,Indexed Balanced Growth,Listed Equity,,Taylor Wimpey PLC,9961.161371,24602.12753,0.00005315,,,GB0008782301
31/12/2024,Indexed Balanced Growth,Listed Equity,,TCC Group Holdings Co Ltd,6617.24626,10334.08731,0.00002233,,,TW0001101004
31/12/2024,Indexed Balanced Growth,Listed Equity,,TC Energy Corp,1792.538487,134853.7659,0.00029133,,,CA87807B1076
31/12/2024,Indexed Balanced Growth,Listed Equity,,T&D Holdings Inc,735.249584,21954.19967,0.00004743,,,JP3539220008
31/12/2024,Indexed Balanced Growth,Listed Equity,,TDK Corp,3676.247922,78299.91924,0.00016916,,,JP3538800008
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tech Mahindra Ltd,1646.959069,53011.87737,0.00011453,,,INE669C01036
31/12/2024,Indexed Balanced Growth,Listed Equity,,Technology One Ltd,18120.23314,567344.4998,0.00122567,,,AU000000TNE8
31/12/2024,Indexed Balanced Growth,Listed Equity,,Techtronic Industries Co Ltd,2205.748753,47008.61598,0.00010156,,,HK0669013440
31/12/2024,Indexed Balanced Growth,Listed Equity,,Teck Resources Ltd,738.190583,48313.96339,0.00010438,,,CA8787422044
31/12/2024,Indexed Balanced Growth,Listed Equity,,TE Connectivity PLC,497.028719,114770.5632,0.00024795,,,IE000IVNQZ81
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tele2 AB,1347.712488,21522.35818,0.0000465,,,SE0005190238
31/12/2024,Indexed Balanced Growth,Listed Equity,,Telecom Italia SpA/Milano,36856.59117,15200.64549,0.00003284,,,IT0003497168
31/12/2024,Indexed Balanced Growth,Listed Equity,,Teledyne Technologies Inc,83.818453,62832.36344,0.00013574,,,US8793601050
31/12/2024,Indexed Balanced Growth,Listed Equity,,Teleflex Inc,61.025716,17542.36395,0.0000379,,,US8793691069
31/12/2024,Indexed Balanced Growth,Listed Equity,,Telefonaktiebolaget LM Ericsson,4150.483904,54529.68985,0.0001178,,,SE0000108656
31/12/2024,Indexed Balanced Growth,Listed Equity,,Telefonica SA,8384.051012,55204.35487,0.00011926,,,ES0178430E18
31/12/2024,Indexed Balanced Growth,Listed Equity,,Telenor ASA,941.854718,16997.00728,0.00003672,,,NO0010063308
31/12/2024,Indexed Balanced Growth,Listed Equity,,Teleperformance SE,42.644476,5928.192407,0.00001281,,,FR0000051807
31/12/2024,Indexed Balanced Growth,Listed Equity,,Telia Co AB,6778.265919,30388.10061,0.00006565,,,SE0000667925
31/12/2024,Indexed Balanced Growth,Listed Equity,,Telix Pharmaceuticals Ltd,17026.88839,419031.7231,0.00090526,,,AU000000TLX2
31/12/2024,Indexed Balanced Growth,Listed Equity,,Telkom Indonesia Persero Tbk PT,154181.8379,41929.10011,0.00009058,,,ID1000129000
31/12/2024,Indexed Balanced Growth,Listed Equity,,Telstra Group Ltd,702459.2914,2816861.758,0.00608546,,,AU000000TLS2
31/12/2024,Indexed Balanced Growth,Listed Equity,,TELUS Corp,1235.954552,27051.97179,0.00005844,,,CA87971M9969
31/12/2024,Indexed Balanced Growth,Listed Equity,,TELUS Corp,15.440241,337.950119,0.00000073,,,CA87971M1032
31/12/2024,Indexed Balanced Growth,Listed Equity,,Temenos AG,179.400899,20494.55279,0.00004428,,,CH0012453913
31/12/2024,Indexed Balanced Growth,Listed Equity,,Temple & Webster Group Ltd,5816.335681,76193.99743,0.00016461,,,AU000000TPW5
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tenaga Nasional Bhd,14190.31698,76576.14129,0.00016543,,,MYL5347OO009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tenaris SA,707.3101,21375.78618,0.00004618,,,LU2598331598
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tencent Holdings Ltd,10734.64393,930724.7007,0.00201071,,,KYG875721634
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tencent Music Entertainment Group,1544.024127,28304.41064,0.00006115,,,US88034P1093
31/12/2024,Indexed Balanced Growth,Listed Equity,,Teradyne Inc,219.104376,44560.48485,0.00009627,,,US8807701029
31/12/2024,Indexed Balanced Growth,Listed Equity,,Terna - Rete Elettrica Nazionale,2460.880359,31361.6887,0.00006775,,,IT0003242622
31/12/2024,Indexed Balanced Growth,Listed Equity,,Terumo Corp,2058.698837,64782.84089,0.00013995,,,JP3546800008
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tesco PLC,12843.33974,95681.21206,0.00020671,,,GB00BLGZ9862
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tesla Inc,4494.58071,2931586.004,0.00633331,,,US88160R1014
31/12/2024,Indexed Balanced Growth,Listed Equity,,Teva Pharmaceutical Industries Ltd,2279.273712,81135.74012,0.00017528,,,US8816242098
31/12/2024,Indexed Balanced Growth,Listed Equity,,Texas Instruments Inc,1419.031698,429754.7203,0.00092843,,,US8825081040
31/12/2024,Indexed Balanced Growth,Listed Equity,,Texas Pacific Land Corp,34.55673,61727.14362,0.00013335,,,US88262P1021
31/12/2024,Indexed Balanced Growth,Listed Equity,,Textron Inc,1074.934893,132797.8169,0.00028689,,,US8832031012
31/12/2024,Indexed Balanced Growth,Listed Equity,,TFI International Inc,171.313153,37369.21453,0.00008073,,,CA87241L1094
31/12/2024,Indexed Balanced Growth,Listed Equity,,Thales SA,304.393328,70584.44538,0.00015249,,,FR0000121329
31/12/2024,Indexed Balanced Growth,Listed Equity,,The Campbell's Company,648.490134,43864.60053,0.00009476,,,US1344291091
31/12/2024,Indexed Balanced Growth,Listed Equity,,Thermo Fisher Scientific Inc,566.14218,475691.0997,0.00102767,,,US8835561023
31/12/2024,Indexed Balanced Growth,Listed Equity,,Thomson Reuters Corp,222.780624,57747.80376,0.00012476,,,CA8849038085
31/12/2024,Indexed Balanced Growth,Listed Equity,,TIS Inc,220.574875,8471.12662,0.0000183,,,JP3104890003
31/12/2024,Indexed Balanced Growth,Listed Equity,,Titan Co Ltd,1073.464393,65879.78915,0.00014232,,,INE280A01028
31/12/2024,Indexed Balanced Growth,Listed Equity,,TJX Cos Inc/The,1772.686748,345890.7925,0.00074725,,,US8725401090
31/12/2024,Indexed Balanced Growth,Listed Equity,,T-Mobile US Inc,831.56728,296457.8013,0.00064046,,,US8725901040
31/12/2024,Indexed Balanced Growth,Listed Equity,,TMX Group Ltd,330.862313,16452.79024,0.00003554,,,CA87262K1057
31/12/2024,Indexed Balanced Growth,Listed Equity,,Toast Inc,749.219327,44107.31377,0.00009529,,,US8887871080
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tokio Marine Holdings Inc,2940.998338,173124.992,0.00037401,,,JP3910660004
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tokyo Electric Power Co Holdings Inc,2720.423463,13279.82066,0.00002869,,,JP3585800000
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tokyo Electron Ltd,735.249584,182743.88,0.00039479,,,JP3571400005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tokyo Gas Co Ltd,441.149751,19812.05001,0.0000428,,,JP3573000001
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tokyu Corp,735.249584,12754.66864,0.00002755,,,JP3574200006
31/12/2024,Indexed Balanced Growth,Listed Equity,,Toray Industries Inc,4190.922632,43134.28447,0.00009319,,,JP3621000003
31/12/2024,Indexed Balanced Growth,Listed Equity,,Toro Co/The,164.695907,21306.85653,0.00004603,,,US8910921084
31/12/2024,Indexed Balanced Growth,Listed Equity,,Toromont Industries Ltd,208.810882,26648.2683,0.00005757,,,CA8911021050
31/12/2024,Indexed Balanced Growth,Listed Equity,,Toronto-Dominion Bank/The,2863.797132,246126.6145,0.00053172,,,CA8911605092
31/12/2024,Indexed Balanced Growth,Listed Equity,,TotalEnergies SE,3543.902997,316324.6568,0.00068338,,,FR0000120271
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tourmaline Oil Corp,654.37213,48883.4289,0.00010561,,,CA89156V1067
31/12/2024,Indexed Balanced Growth,Listed Equity,,Toyota Industries Corp,220.574875,29162.70424,0.000063,,,JP3634600005
31/12/2024,Indexed Balanced Growth,Listed Equity,,Toyota Motor Corp,16101.9659,520594.5197,0.00112468,,,JP3633400001
31/12/2024,Indexed Balanced Growth,Listed Equity,,Toyota Tsusho Corp,882.299501,25642.32188,0.0000554,,,JP3635000007
31/12/2024,Indexed Balanced Growth,Listed Equity,,TPG Telecom Ltd,24612.82015,110511.5625,0.00023875,,,AU0000090128
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tractor Supply Co,1033.025666,88528.37324,0.00019125,,,US8923561067
31/12/2024,Indexed Balanced Growth,Listed Equity,,Trade Desk Inc/The,694.075608,131752.7331,0.00028463,,,US88339J1051
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tradeweb Markets Inc,220.574875,46640.81473,0.00010076,,,US8926721064
31/12/2024,Indexed Balanced Growth,Listed Equity,,Trane Technologies PLC,358.801797,214040.9329,0.00046241,,,IE00BK9ZQ967
31/12/2024,Indexed Balanced Growth,Listed Equity,,TransDigm Group Inc,125.727679,257340.1779,0.00055595,,,US8936411003
31/12/2024,Indexed Balanced Growth,Listed Equity,,TransUnion,295.570333,44257.97376,0.00009561,,,US89400J1079
31/12/2024,Indexed Balanced Growth,Listed Equity,,Travelers Cos Inc/The,372.03629,144746.5417,0.00031271,,,US89417E1091
31/12/2024,Indexed Balanced Growth,Listed Equity,,Treasury Wine Estates Ltd,49771.95373,563916.2358,0.00121827,,,AU000000TWE9
31/12/2024,Indexed Balanced Growth,Listed Equity,,Trelleborg AB,507.322213,28076.02741,0.00006065,,,SE0000114837
31/12/2024,Indexed Balanced Growth,Listed Equity,,Trend Micro Inc/Japan,367.624792,32366.48078,0.00006992,,,JP3637300009
31/12/2024,Indexed Balanced Growth,Listed Equity,,Trent Ltd,350.714052,47130.0498,0.00010182,,,INE849A01020
31/12/2024,Indexed Balanced Growth,Listed Equity,,Trimble Inc,414.680766,47325.11152,0.00010224,,,US8962391004
31/12/2024,Indexed Balanced Growth,Listed Equity,,Trip.com Group Ltd,1139.636856,127955.1543,0.00027643,,,KYG9066F1019
31/12/2024,Indexed Balanced Growth,Listed Equity,,T Rowe Price Group Inc,274.983345,50226.70783,0.00010851,,,US74144T1088
31/12/2024,Indexed Balanced Growth,Listed Equity,,Truist Financial Corp,2026.347855,141973.6214,0.00030672,,,US89832Q1094
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tryg A/S,822.744285,27954.54947,0.00006039,,,DK0060636678
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tsingtao Brewery Co Ltd,4411.497507,52099.30029,0.00011255,,,CNE1000004K1
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tuas Ltd,12291.69335,78175.16972,0.00016889,,,AU0000089724
31/12/2024,Indexed Balanced Growth,Listed Equity,,Twilio Inc,267.630849,46718.14828,0.00010093,,,US90138F1021
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tyler Technologies Inc,70.58396,65737.76099,0.00014202,,,US9022521051
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tyro Payments Ltd,26462.1019,21566.61663,0.00004659,,,AU0000066508
31/12/2024,Indexed Balanced Growth,Listed Equity,,Tyson Foods Inc,639.667139,59343.42035,0.0001282,,,US9024941034
31/12/2024,Indexed Balanced Growth,Listed Equity,,Uber Technologies Inc,3049.815276,297124.8638,0.0006419,,,US90353T1007
31/12/2024,Indexed Balanced Growth,Listed Equity,,UBS Group AG,4896.762233,241999.6586,0.00052281,,,CH0244767585
31/12/2024,Indexed Balanced Growth,Listed Equity,,UCB SA,162.490158,52231.73345,0.00011284,,,BE0003739530
31/12/2024,Indexed Balanced Growth,Listed Equity,,U-Haul Holding Co,44.850225,4639.674863,0.00001002,,,US0235865062
31/12/2024,Indexed Balanced Growth,Listed Equity,,Ulta Beauty Inc,88.22995,61978.28282,0.0001339,,,US90384S3031
31/12/2024,Indexed Balanced Growth,Listed Equity,,UltraTech Cement Ltd,299.98183,64664.05397,0.0001397,,,INE481G01011
31/12/2024,Indexed Balanced Growth,Listed Equity,,Unibail-Rodamco-Westfield,6369.110117,38342.0429,0.00008283,,,AU0000009771
31/12/2024,Indexed Balanced Growth,Listed Equity,,Unicharm Corp,1985.173878,26572.85375,0.00005741,,,JP3951600000
31/12/2024,Indexed Balanced Growth,Listed Equity,,UniCredit SpA,2151.340284,138613.5749,0.00029946,,,IT0005239360
31/12/2024,Indexed Balanced Growth,Listed Equity,,Unilever PLC,3707.128405,340276.3311,0.00073512,,,GB00B10RZP78
31/12/2024,Indexed Balanced Growth,Listed Equity,,Unimicron Technology Corp,3676.247922,25536.37976,0.00005517,,,TW0003037008
31/12/2024,Indexed Balanced Growth,Listed Equity,,Union Pacific Corp,898.474992,330918.5743,0.00071491,,,US9078181081
31/12/2024,Indexed Balanced Growth,Listed Equity,,Uni-President Enterprises Corp,18381.23961,73258.62164,0.00015827,,,TW0001216000
31/12/2024,Indexed Balanced Growth,Listed Equity,,UnitedHealth Group Inc,1452.117929,1186414.236,0.00256309,,,US91324P1021
31/12/2024,Indexed Balanced Growth,Listed Equity,,United Microelectronics Corp,23527.9867,49899.1762,0.0001078,,,TW0002303005
31/12/2024,Indexed Balanced Growth,Listed Equity,,United Overseas Bank Ltd,1470.499169,63249.33818,0.00013664,,,SG1M31001969
31/12/2024,Indexed Balanced Growth,Listed Equity,,United Parcel Service Inc,1185.95758,241539.6129,0.00052182,,,US9113121068
31/12/2024,Indexed Balanced Growth,Listed Equity,,United Rentals Inc,105.140691,119624.1736,0.00025843,,,US9113631090
31/12/2024,Indexed Balanced Growth,Listed Equity,,United Therapeutics Corp,85.288952,48604.29874,0.000105,,,US91307C1027
31/12/2024,Indexed Balanced Growth,Listed Equity,,United Utilities Group PLC,940.384219,20001.46501,0.00004321,,,GB00B39J2M42
31/12/2024,Indexed Balanced Growth,Listed Equity,,Universal Health Services Inc,116.169434,33664.08601,0.00007273,,,US9139031002
31/12/2024,Indexed Balanced Growth,Listed Equity,,Universal Music Group NV,1160.223844,47967.19027,0.00010363,,,NL0015000IY2
31/12/2024,Indexed Balanced Growth,Listed Equity,,UPM-Kymmene Oyj,259.543103,11529.00023,0.00002491,,,FI0009005987
31/12/2024,Indexed Balanced Growth,Listed Equity,,US Bancorp,2369.709411,183062.5886,0.00039548,,,US9029733048
31/12/2024,Indexed Balanced Growth,Listed Equity,,Valero Energy Corp,574.229925,113695.9518,0.00024563,,,US91913Y1001
31/12/2024,Indexed Balanced Growth,Listed Equity,,Vale SA,6029.046593,85982.49068,0.00018575,,,BRVALEACNOR0
31/12/2024,Indexed Balanced Growth,Listed Equity,,Varun Beverages Ltd,1606.520342,19351.18822,0.00004181,,,INE200M01039
31/12/2024,Indexed Balanced Growth,Listed Equity,,VAT Group AG,41.909226,25603.91244,0.00005531,,,CH0311864901
