AsAtDate,OptionName,Type,Name,Currency,SecurityIdentifier,UnitsHeld,Address,Ownership,Value,Weighting,ActualExposure,EffectOfExposure,TotalValue,TotalWeighting,TotalActualExposure
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,NOVONESIS (NOVOZYMES) B,n/a,NSISB DC,"44,189",n/a,n/a,"$4,040,472",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,ESSITY AB,n/a,ESSITYB SS,"93,396",n/a,n/a,"$4,036,950",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,FRANCO-NEVADA CORP.,n/a,FNV CN,"21,206",n/a,n/a,"$4,022,780",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,DASSAULT SYSTEMES SE,n/a,DSY FP,"71,736",n/a,n/a,"$4,019,220",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,FANUC CORP.,n/a,6954 JP,"93,635",n/a,n/a,"$4,017,515",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,SSE PLC,n/a,SSE LN,"123,636",n/a,n/a,"$4,011,411",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,UPM-KYMMENE OYJ,n/a,UPM FH,"90,290",n/a,n/a,"$4,010,714",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"ANSYS, INC.",n/a,ANSS US,"7,356",n/a,n/a,"$4,007,522",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,SILEX SYSTEMS LTD.,n/a,SLX AU,"793,420",n/a,n/a,"$4,006,772",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"WARNER BROS DISCOVERY, INC.",n/a,WBD US,"234,627",n/a,n/a,"$4,005,502",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,ZEBRA TECHNOLOGIES CORP.,n/a,ZBRA US,"6,411",n/a,n/a,"$3,999,110",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,UCB SA,n/a,UCB BB,"12,440",n/a,n/a,"$3,998,820",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"BIO-RAD LABORATORIES, INC.",n/a,BIO US,"7,524",n/a,n/a,"$3,992,052",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,MARUBENI CORP.,n/a,8002 JP,"162,245",n/a,n/a,"$3,989,189",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,PERNOD RICARD SA,n/a,RI FP,"21,785",n/a,n/a,"$3,971,271",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"HUNTINGTON BANCSHARES, INC.",n/a,HBAN US,"150,927",n/a,n/a,"$3,966,028",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,SWISS LIFE HOLDING AG,n/a,SLHN SW,"3,179",n/a,n/a,"$3,963,989",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,DR. REDDY'S LABORATORIES LTD.,n/a,DRRD IN,"151,276",n/a,n/a,"$3,962,568",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,FIFTH THIRD BANCORP,n/a,FITB US,"58,004",n/a,n/a,"$3,960,892",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,SUMITOMO ELECTRIC INDUSTRIES LTD.,n/a,5802 JP,"134,972",n/a,n/a,"$3,958,073",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"COSTAR GROUP, INC.",n/a,CSGP US,"34,226",n/a,n/a,"$3,957,430",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"AMERICAN AIRLINES GROUP, INC.",n/a,AAL US,"140,518",n/a,n/a,"$3,955,788",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"RYDER SYSTEM, INC.",n/a,R US,"15,588",n/a,n/a,"$3,949,296",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"XYLEM, INC.",n/a,XYL US,"20,866",n/a,n/a,"$3,909,869",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,BALL CORP.,n/a,BALL US,"43,752",n/a,n/a,"$3,895,745",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"NVR, INC.",n/a,NVR US,295,n/a,n/a,"$3,883,929",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,LIFESTYLE COMMUNITIES LTD.,n/a,LIC AU,"450,434",n/a,n/a,"$3,855,711",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"CHURCH & DWIGHT CO., INC.",n/a,CHD US,"22,716",n/a,n/a,"$3,841,718",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,YUANTA FINANCIAL HOLDING CO. LTD.,n/a,2885 TT,"2,291,084",n/a,n/a,"$3,837,562",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"WSP GLOBAL, INC.",n/a,WSP CN,"13,489",n/a,n/a,"$3,831,799",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,VOLKSWAGEN AG,n/a,VOW3 GR,"25,712",n/a,n/a,"$3,828,799",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,FLETCHER BUILDING LTD.,n/a,FBU AU,"1,497,093",n/a,n/a,"$3,817,586",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"YUM CHINA HOLDINGS, INC.",n/a,YUMC US,"48,999",n/a,n/a,"$3,812,146",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,NATIONAL BANK OF KUWAIT SAKP,n/a,NBK KK,"811,404",n/a,n/a,"$3,808,691",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"EMCOR GROUP, INC.",n/a,EME US,"5,189",n/a,n/a,"$3,804,676",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"T. ROWE PRICE GROUP, INC.",n/a,TROW US,"20,818",n/a,n/a,"$3,802,412",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"ALLISON TRANSMISSION HOLDINGS, INC.",n/a,ALSN US,"21,782",n/a,n/a,"$3,801,628",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,HEXAGON AB,n/a,HEXAB SS,"246,280",n/a,n/a,"$3,801,576",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,PARAGON BANKING GROUP PLC,n/a,PAG LN,"252,468",n/a,n/a,"$3,796,956",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"BURLINGTON STORES, INC.",n/a,BURL US,"8,199",n/a,n/a,"$3,774,697",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,ETIHAD ETISALAT CO.,n/a,EEC AB,"164,442",n/a,n/a,"$3,774,596",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,ASE TECHNOLOGY HOLDING CO. LTD.,n/a,3711 TT,"472,130",n/a,n/a,"$3,768,013",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,LAS VEGAS SANDS CORP.,n/a,LVS US,"45,329",n/a,n/a,"$3,760,151",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,HESS MIDSTREAM LP,n/a,HESM US,"62,854",n/a,n/a,"$3,759,149",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,TATA MOTORS LTD.,n/a,TTMT IN,"268,874",n/a,n/a,"$3,754,297",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,ENGIE SA,n/a,ENGI FP,"146,161",n/a,n/a,"$3,742,501",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,OPEN TEXT CORP.,n/a,OTEX CN,"81,869",n/a,n/a,"$3,740,137",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,UNUM GROUP,n/a,UNM US,"31,604",n/a,n/a,"$3,727,738",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,ASSOCIATED BRITISH FOODS PLC,n/a,ABF LN,"90,120",n/a,n/a,"$3,724,229",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,JAPAN POST HOLDINGS CO. LTD.,n/a,6178 JP,"242,960",n/a,n/a,"$3,721,586",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,KERRY GROUP PLC,n/a,KYGA ID,"23,854",n/a,n/a,"$3,720,324",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,UNITED THERAPEUTICS CORP.,n/a,UTHR US,"6,513",n/a,n/a,"$3,711,931",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,ORIENTAL LAND CO. LTD.,n/a,4661 JP,"105,410",n/a,n/a,"$3,707,025",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,FUJIFILM HOLDINGS CORP.,n/a,4901 JP,"108,981",n/a,n/a,"$3,706,024",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,PINEWOOD TECHNOLOGIES GROUP PLC,n/a,PINE LN,"510,135",n/a,n/a,"$3,704,474",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,BAJAJ FINANCE LTD.,n/a,BAF IN,"28,729",n/a,n/a,"$3,697,870",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,FORTIVE CORP.,n/a,FTV US,"30,415",n/a,n/a,"$3,684,337",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"BELLRING BRANDS, INC.",n/a,BRBR US,"30,164",n/a,n/a,"$3,670,492",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"IMRICOR MEDICAL SYSTEMS, INC.",n/a,IMR AU,"2,696,987",n/a,n/a,"$3,667,902",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"ASSURANT, INC.",n/a,AIZ US,"10,640",n/a,n/a,"$3,664,041",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,DANSKE BANK AS,n/a,DANSKE DC,"79,950",n/a,n/a,"$3,652,459",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,REGIONS FINANCIAL CORP.,n/a,RF US,"96,112",n/a,n/a,"$3,651,047",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,OBJECTIVE CORP. LTD.,n/a,OCL AU,"228,564",n/a,n/a,"$3,629,604",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"CELLTRION, INC.",n/a,068270 KS,"17,624",n/a,n/a,"$3,625,359",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,CAPGEMINI SE,n/a,CAP FP,"13,703",n/a,n/a,"$3,624,477",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,WIX.COM LTD.,n/a,WIX US,"10,450",n/a,n/a,"$3,621,269",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,INCYTE CORP.,n/a,INCY US,"32,399",n/a,n/a,"$3,614,260",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"REPUBLIC SERVICES, INC.",n/a,RSG US,"11,095",n/a,n/a,"$3,605,162",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,TOYO SEIKAN GROUP HOLDINGS LTD.,n/a,5901 JP,"145,644",n/a,n/a,"$3,601,974",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,TOPBUILD CORP.,n/a,BLD US,"7,157",n/a,n/a,"$3,598,838",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"CGI, INC.",n/a,GIBA CN,"20,366",n/a,n/a,"$3,597,331",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,UNIBAIL-RODAMCO-WESTFIELD,n/a,URW AU,"595,958",n/a,n/a,"$3,587,663",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,ZOMATO LTD.,n/a,ZOMATO IN,"682,755",n/a,n/a,"$3,581,362",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,SONOVA HOLDING AG,n/a,SOON SW,"6,774",n/a,n/a,"$3,577,028",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,LEONARDO SPA,n/a,LDO IM,"82,426",n/a,n/a,"$3,574,551",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,AUSTAL LTD.,n/a,ASB AU,"1,152,253",n/a,n/a,"$3,571,985",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,FUJI ELECTRIC CO. LTD.,n/a,6504 JP,"40,512",n/a,n/a,"$3,563,079",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"DAIWA SECURITIES GROUP, INC.",n/a,8601 JP,"330,085",n/a,n/a,"$3,555,073",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,KELSIAN GROUP LTD.,n/a,KLS AU,"971,283",n/a,n/a,"$3,554,896",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"CH ROBINSON WORLDWIDE, INC.",n/a,CHRW US,"21,181",n/a,n/a,"$3,534,455",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,CAMPBELL'S CO.,n/a,CPB US,"52,119",n/a,n/a,"$3,525,395",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"MUELLER INDUSTRIES, INC.",n/a,MLI US,"27,501",n/a,n/a,"$3,525,029",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,VERALTO CORP.,n/a,VLTO US,"21,407",n/a,n/a,"$3,521,559",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,OLYMPUS CORP.,n/a,7733 JP,"144,474",n/a,n/a,"$3,519,574",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"COREBRIDGE FINANCIAL, INC.",n/a,CRBG US,"72,616",n/a,n/a,"$3,510,327",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,AXALTA COATING SYSTEMS LTD.,n/a,AXTA US,"63,391",n/a,n/a,"$3,503,568",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"RELIANCE, INC.",n/a,RS US,"8,038",n/a,n/a,"$3,495,756",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,ORANGE SA,n/a,ORA FP,"216,991",n/a,n/a,"$3,494,085",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,CHECK POINT SOFTWARE TECHNOLOGIES LTD.,n/a,CHKP US,"11,558",n/a,n/a,"$3,484,946",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,TECHNIPFMC PLC,n/a,FTI US,"74,385",n/a,n/a,"$3,476,837",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,TAMBURI INVESTMENT PARTNERS SPA,n/a,TIP IM,"247,701",n/a,n/a,"$3,475,707",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"DELTA AIR LINES, INC.",n/a,DAL US,"35,548",n/a,n/a,"$3,473,554",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"H&R BLOCK, INC.",n/a,HRB US,"40,690",n/a,n/a,"$3,472,551",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"ENEOS HOLDINGS, INC.",n/a,5020 JP,"408,633",n/a,n/a,"$3,470,034",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,DUKE ENERGY CORP.,n/a,DUK US,"19,931",n/a,n/a,"$3,468,153",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,PACIFIC BASIN SHIPPING LTD.,n/a,2343 HK,"10,169,841",n/a,n/a,"$3,467,813",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,AVIENT CORP.,n/a,AVNT US,"52,501",n/a,n/a,"$3,464,703",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,OVS SPA,n/a,OVS IM,"609,152",n/a,n/a,"$3,461,811",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,VALARIS LTD.,n/a,VAL US,"48,396",n/a,n/a,"$3,458,022",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"KYOTO FINANCIAL GROUP, INC.",n/a,5844 JP,"144,580",n/a,n/a,"$3,447,129",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"BOMBARDIER, INC.",n/a,BBDB CN,"31,395",n/a,n/a,"$3,446,282",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"PTC, INC.",n/a,PTC US,"11,569",n/a,n/a,"$3,435,594",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"COMFORT SYSTEMS USA, INC.",n/a,FIX US,"5,013",n/a,n/a,"$3,433,486",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,SNAM SPA,n/a,SRG IM,"479,605",n/a,n/a,"$3,430,652",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"LABCORP HOLDINGS, INC.",n/a,LH US,"9,256",n/a,n/a,"$3,428,496",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,AMPLITUDE ENERGY LTD.,n/a,AEL AU,"16,717,893",n/a,n/a,"$3,427,169",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"TOPPAN HOLDINGS, INC.",n/a,7911 JP,"79,227",n/a,n/a,"$3,427,024",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,CHINA LIFE INSURANCE CO. LTD.,n/a,2628 HK,"1,120,494",n/a,n/a,"$3,420,054",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"CENTERPOINT ENERGY, INC.",n/a,CNP US,"66,672",n/a,n/a,"$3,416,757",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,MITSUI FUDOSAN CO. LTD.,n/a,8801 JP,"261,606",n/a,n/a,"$3,414,390",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"RESTAURANT BRANDS INTERNATIONAL, INC.",n/a,QSR CN,"32,447",n/a,n/a,"$3,413,913",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,ANTA SPORTS PRODUCTS LTD.,n/a,2020 HK,"210,109",n/a,n/a,"$3,400,958",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,EVEREST GROUP LTD.,n/a,EG US,"5,800",n/a,n/a,"$3,395,477",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,AUDINATE GROUP LTD.,n/a,AD8 AU,"458,213",n/a,n/a,"$3,395,357",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,EBOS GROUP LTD.,n/a,EBO NZ,"101,108",n/a,n/a,"$3,389,698",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,SKANDINAVISKA ENSKILDA BANKEN AB,n/a,SEBA SS,"153,082",n/a,n/a,"$3,388,956",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,MBK PCL,n/a,MBKF TB,"3,476,685",n/a,n/a,"$3,376,233",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"WILLIAMS-SONOMA, INC.",n/a,WSM US,"11,283",n/a,n/a,"$3,374,623",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,PRYSMIAN SPA,n/a,PRY IM,"32,660",n/a,n/a,"$3,368,045",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,DOVER CORP.,n/a,DOV US,"11,065",n/a,n/a,"$3,352,486",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"HUBBELL, INC.",n/a,HUBB US,"4,951",n/a,n/a,"$3,349,650",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,SUMITOMO FORESTRY CO. LTD.,n/a,1911 JP,"61,467",n/a,n/a,"$3,344,125",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,KAO CORP.,n/a,4452 JP,"50,873",n/a,n/a,"$3,339,794",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,ALCOA CORP.,n/a,AA US,"54,630",n/a,n/a,"$3,333,486",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,STAR ENTERTAINMENT GROUP LTD.,n/a,SGR AU,"17,527,092",n/a,n/a,"$3,330,148",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,CIA ENERGETICA DE MINAS GERAIS,n/a,CMIG4 BZ,"1,145,830",n/a,n/a,"$3,328,133",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,DNB BANK ASA,n/a,DNB NO,"103,015",n/a,n/a,"$3,323,991",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,TENET HEALTHCARE CORP.,n/a,THC US,"16,288",n/a,n/a,"$3,320,587",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"DARDEN RESTAURANTS, INC.",n/a,DRI US,"10,993",n/a,n/a,"$3,314,758",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"NASDAQ, INC.",n/a,NDAQ US,"26,542",n/a,n/a,"$3,314,123",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,GOLD FIELDS LTD.,n/a,GFI SJ,"156,631",n/a,n/a,"$3,312,701",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,BT GROUP PLC,n/a,BTA LN,"1,136,713",n/a,n/a,"$3,312,157",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,CARREFOUR SA,n/a,CA FP,"144,120",n/a,n/a,"$3,309,400",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,MERCK KGAA,n/a,MRK GR,"14,132",n/a,n/a,"$3,306,517",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,KINGFISHER PLC,n/a,KGF LN,"656,273",n/a,n/a,"$3,301,473",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,WATERS CORP.,n/a,WAT US,"5,501",n/a,n/a,"$3,295,921",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"WEST PHARMACEUTICAL SERVICES, INC.",n/a,WST US,"6,226",n/a,n/a,"$3,293,851",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,NEW JERSEY RESOURCES CORP.,n/a,NJR US,"43,691",n/a,n/a,"$3,291,891",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,BROOKFIELD ASSET MANAGEMENT LTD.,n/a,BAM CN,"37,589",n/a,n/a,"$3,290,910",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,BANK MANDIRI PERSERO TBK. PT,n/a,BMRI IJ,"5,747,186",n/a,n/a,"$3,287,328",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,KOTAK MAHINDRA BANK LTD.,n/a,KMB IN,"97,539",n/a,n/a,"$3,286,503",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,GWA GROUP LTD.,n/a,GWA AU,"1,357,418",n/a,n/a,"$3,284,953",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,MALAYAN BANKING BHD.,n/a,MAY MK,"888,015",n/a,n/a,"$3,284,513",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"ASUSTEK COMPUTER, INC.",n/a,2357 TT,"108,208",n/a,n/a,"$3,283,820",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,NUTRIEN LTD.,n/a,NTR CN,"45,446",n/a,n/a,"$3,282,656",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,MARUTI SUZUKI INDIA LTD.,n/a,MSIL IN,"16,000",n/a,n/a,"$3,277,613",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"ACUITY BRANDS, INC.",n/a,AYI US,"6,943",n/a,n/a,"$3,275,589",0.01%,,,,,
31 December 2024,Lifecycle_High_Growth_Pool_Superannuation,Listed Equity,"ROGERS COMMUNICATIONS, INC.",n/a,RCIB CN,"65,923",n/a,n/a,"$3,271,468",0.01%,,,,,
